game_dates,pitcher_hm,pitcher_aw,hitman_hm_1,hitman_hm_2,hitman_hm_3,hitman_hm_4,hitman_hm_5,hitman_hm_6,hitman_hm_7,hitman_hm_8,hitman_hm_9,hitman_aw_1,hitman_aw_2,hitman_aw_3,hitman_aw_4,hitman_aw_5,hitman_aw_6,hitman_aw_7,hitman_aw_8,hitman_aw_9,winner,gameId,homeTeamCode,awayTeamCode,hm_R,hm_h,hm_e,hm_b,aw_R,aw_h,aw_e,aw_b
20190706,77211,77829,79215,69209,76267,78224,74206,75334,79240,62244,79231,63704,62895,75847,67872,61353,75151,76812,62884,76802,AWAY,20190706SKOB02019,OB,SK,2,6,2,1,4,8,1,3
20190706,68703,65048,68743,75808,76753,68730,71752,73136,78288,69766,78756,64004,60558,64868,74339,67025,76313,73113,78548,64006,HOME,20190706KTHH02019,HH,KT,9,17,2,1,8,13,1,7
20190706,69656,76455,64560,64646,69652,72443,70410,63260,70756,62864,78603,61186,79150,78135,76290,61102,79109,78217,71184,69100,HOME,20190706LGHT02019,HT,LG,7,7,0,6,0,2,0,2
20190707,69744,68043,68743,75808,76753,68730,73136,71752,78756,78288,69766,64004,62802,64868,74339,67025,76313,73113,78548,64006,AWAY,20190707KTHH02019,HH,KT,3,10,1,5,4,6,2,3
20190707,69620,68135,66606,64646,69652,72443,62265,64560,69636,63722,68614,61186,79150,78135,76290,61102,77564,79109,78217,69100,AWAY,20190707LGHT02019,HT,LG,9,12,1,5,10,12,1,4
20190707,61268,64021,64300,67341,68345,75125,65357,79365,64346,79456,67304,76249,77532,78513,71564,69569,76100,65515,67539,62556,HOME,20190707LTWO02019,WO,LT,5,8,0,4,2,8,0,4
20190707,66291,68815,79215,69209,76267,78224,75334,74206,62244,62234,79231,63704,62895,75847,67872,61353,75151,76812,62884,69802,HOME,20190707SKOB02019,OB,SK,5,12,1,5,4,9,0,4
20190707,69940,77446,76849,60566,74465,76232,78813,63963,62931,68912,62934,79402,62415,62404,67450,61404,75566,66838,74540,66462,AWAY,20190707SSNC02019,NC,SS,2,8,0,2,4,9,1,9
20190709,69413,69640,79402,62415,75566,67450,69453,66838,74540,68407,64266,64560,64646,69652,72443,79608,70410,63260,63722,78603,HOME,20190709HTSS02019,SS,HT,3,8,0,6,2,7,1,6
20190709,69539,63991,77532,66508,69569,78513,76100,71564,65515,67539,62556,62907,76849,74465,76232,78813,62025,62931,63963,64984,HOME,20190709NCLT02019,LT,NC,4,8,0,3,1,6,0,4
20190709,69103,65543,61186,79150,78135,76290,62164,61102,77564,79109,78217,79215,69209,76267,78224,75334,74206,62244,79240,79231,AWAY,20190709OBLG02019,LG,OB,4,9,2,1,11,14,0,2
20190709,69748,62698,68743,75808,76753,68730,71752,73136,78288,69766,61700,71837,62895,75847,67872,75151,61353,76812,73209,76802,HOME,20190709SKHH02019,HH,SK,1,8,1,3,0,5,0,2
20190709,65516,69343,64004,60558,76313,74339,67025,73113,74215,78548,64006,67341,64300,68345,75125,65357,79365,64346,79456,67304,AWAY,20190709WOKT02019,KT,WO,3,6,0,3,12,16,0,4
20190711,61145,79229,61186,79150,78135,76290,61102,77564,79109,62164,78217,79215,69209,76267,78224,75334,74206,62244,79240,79231,AWAY,20190711OBLG02019,LG,OB,4,11,0,2,8,7,1,5
20190711,69032,62937,64004,62802,64868,74339,67025,76313,73113,78548,64006,67341,64300,68345,75125,65357,79365,64346,79456,67304,AWAY,20190711WOKT02019,KT,WO,2,5,0,1,4,10,1,3
20190711,69762,60841,68743,62797,76753,68730,71752,73136,75808,78288,61700,63704,62895,75847,67872,61353,75151,76812,62884,76802,AWAY,20190711SKHH02019,HH,SK,1,8,1,3,5,9,0,7
20190711,69861,65933,76249,64504,69569,78513,77532,71564,65586,64022,62556,62907,76849,74465,69901,62931,78813,62025,68912,64984,AWAY,20190711NCLT02019,LT,NC,0,2,0,3,4,10,0,4
20190711,69435,69656,79402,62415,75566,67450,69453,66838,74540,64266,61197,70410,64646,69652,72443,79608,69636,64560,62864,68614,HOME,20190711HTSS02019,SS,HT,4,7,1,1,2,7,1,5
20190712,77637,65769,64560,64646,69652,72443,79608,63260,62265,63722,78603,68743,78756,76753,68730,71752,78288,75808,69737,69766,HOME,20190712HHHT02019,HT,HH,5,7,0,3,0,4,0,3
20190712,76455,69446,61186,78361,78135,76290,72133,77564,79109,61102,79150,79402,62415,75566,67450,69453,66838,74540,61197,62409,AWAY,20190712SSLG02019,LG,SS,3,8,1,3,6,14,0,5
20190712,77829,67313,63704,62895,75847,67872,61353,75151,76812,76802,68868,67341,64300,65357,68345,79365,64346,79334,67304,79456,AWAY,20190712WOSK02019,SK,WO,2,9,1,4,6,7,1,2
20190712,69953,69045,76849,62907,69901,74465,62025,78813,62931,68912,64984,64004,60558,64868,74339,67025,76313,73113,78548,64006,HOME,20190712KTNC02019,NC,KT,9,10,0,1,8,13,1,5
20190712,65546,77211,76249,65515,69569,78513,77532,71564,64504,67539,65586,79215,69209,76267,78224,75334,74206,79240,62244,79231,HOME,20190712OBLT02019,LT,OB,2,5,3,2,1,8,1,3
20190713,61643,69744,70410,78603,69652,72443,79608,70756,63260,69636,63722,68743,78756,76753,68730,73136,71752,75808,78288,66706,AWAY,20190713HHHT02019,HT,HH,5,9,2,3,10,14,0,3
20190713,69940,65048,76849,62907,69901,74465,62025,78813,62931,68912,64984,64004,60558,64868,74339,67025,74215,73113,78548,64006,AWAY,20190713KTNC02019,NC,KT,3,9,4,5,13,19,1,2
20190713,77318,66291,76249,64504,78513,69569,77532,71564,65515,67539,65586,79215,76267,75334,69209,78224,74206,79240,62244,79231,AWAY,20190713OBLT02019,LT,OB,3,3,1,9,4,8,2,4
20190713,68135,74454,61186,79109,78135,76290,72133,77564,61102,78217,79150,79402,62415,75566,67450,69453,66838,74540,64469,62409,HOME,20190713SSLG02019,LG,SS,5,7,1,5,3,8,2,3
20190713,68815,65320,63704,62895,75847,67872,61353,71837,76812,68868,66864,67341,64300,64346,68345,65357,79365,62356,79456,67304,HOME,20190713WOSK02019,SK,WO,4,10,0,3,2,8,1,3
20190714,69103,77446,61186,79150,78135,76290,72133,61102,77564,78217,79109,79402,62415,75566,67450,69453,66838,64410,74540,62409,HOME,20190714SSLG02019,LG,SS,2,8,0,0,0,2,0,1
20190714,64021,65543,76249,76509,78513,69569,77532,71564,65515,67539,62556,79215,79231,75334,78224,76267,79240,74206,62244,77248,AWAY,20190714OBLT02019,LT,OB,2,11,0,2,8,11,1,5
20190714,62698,69343,71837,62895,75847,67872,61353,75151,76812,73209,76802,67341,64300,68345,79365,65357,79334,64346,62353,67304,HOME,20190714WOSK02019,SK,WO,4,6,0,1,3,8,0,3
20190714,69640,69748,70410,78603,69652,79608,63260,78629,64560,63722,64646,68743,78756,76753,68730,73136,71752,78288,66706,69737,HOME,20190714HHHT02019,HT,HH,10,15,1,6,7,12,0,5
20190714,63991,68043,76849,62907,69901,74465,78813,62931,64984,73213,68912,64004,60558,64868,74339,67025,74215,62802,78548,64006,AWAY,20190714KTNC02019,NC,KT,1,9,1,5,4,12,0,6
20190716,68240,65516,79215,76267,75334,78224,69209,79240,62244,74206,79231,64004,60558,64868,74339,67025,74215,62802,77654,64006,AWAY,20190716KTOB02019,OB,KT,2,3,1,7,7,12,0,4
20190716,62869,61101,63704,62895,75847,67872,61353,71837,76812,68868,76802,61186,79109,76290,69165,78135,72133,77564,61102,79150,HOME,20190716LGSK02019,SK,LG,10,15,0,4,4,7,0,5
20190716,69762,60263,68743,62797,76753,68730,71752,61700,78288,66706,69737,76849,62907,69901,74465,62025,78813,62931,64984,68912,AWAY,20190716NCHH02019,HH,NC,2,6,1,1,3,9,1,7
20190716,66018,69413,67341,64300,68345,75125,65357,79365,64346,79456,67304,79402,62415,75566,67450,69453,66838,64266,74540,62409,HOME,20190716SSWO02019,WO,SS,6,10,0,5,0,3,0,1
20190717,79229,69032,79215,79231,75334,78224,76267,74206,62244,62234,77248,64004,60558,64868,74339,67025,74215,62802,64011,64006,AWAY,20190717KTOB02019,OB,KT,4,6,1,5,6,14,2,2
20190717,60841,61145,71837,63704,75847,67872,61353,75151,73209,76802,77243,61186,65207,76290,69165,72133,78361,79109,61102,77564,HOME,20190717LGSK02019,SK,LG,8,13,2,4,2,6,0,4
20190717,69656,69861,70410,78603,69652,72443,79608,63260,60648,62864,64646,76249,63593,78513,71564,69569,64504,65515,64022,62556,HOME,20190717LTHT02019,HT,LT,3,7,0,4,1,4,0,1
20190717,65769,65933,68743,78756,76753,68730,71752,73136,75808,78288,69766,76849,62907,69901,74465,78813,62925,64984,68912,66917,AWAY,20190717NCHH02019,HH,NC,1,4,0,3,14,21,0,7
20190717,62937,69435,67341,64300,68345,75125,65357,79365,64346,79456,67304,79402,62415,69453,67450,66838,75566,64410,74540,64469,HOME,20190717SSWO02019,WO,SS,10,14,2,2,6,12,1,4
20190718,77637,65546,70410,78603,69652,72443,79608,63260,64560,63722,64646,76249,63593,69569,71564,77532,64504,65515,67539,64501,AWAY,20190718LTHT02019,HT,LT,3,7,2,3,6,11,1,2
20190718,67313,69446,67341,64300,68345,75125,65357,79365,64346,79456,67304,62415,66462,75566,67450,66838,69453,64266,62409,69442,HOME,20190718SSWO02019,WO,SS,5,11,3,5,1,5,0,4
20190718,77211,69045,79231,69209,75334,78224,76267,62244,77248,61208,74206,64004,60558,64868,74339,67025,74215,62802,64011,64006,AWAY,20190718KTOB02019,OB,KT,4,11,1,2,7,13,0,2
20190718,67863,76455,71837,63704,75847,67872,75151,69860,65869,63450,68868,61186,79109,76290,69165,79192,72133,77564,61102,79150,AWAY,20190718LGSK02019,SK,LG,5,10,0,2,12,15,1,5
20190718,69744,69953,68743,78756,76753,68730,71752,73136,75808,78288,69766,76849,62907,69901,74465,78813,62931,62925,62025,68912,AWAY,20190718NCHH02019,HH,NC,4,8,2,3,7,8,0,5
20190726,69413,79764,79402,62415,61404,67450,75566,69453,66838,74540,64266,68743,62797,76753,68730,71752,73136,66706,78288,78756,HOME,20190726HHSS02019,SS,HH,9,14,1,4,8,12,1,6
20190726,67313,69940,67341,64300,68345,75125,65357,79365,64346,79456,67304,76849,62907,69901,74465,78813,62931,62025,68912,64984,HOME,20190726NCWO02019,WO,NC,5,10,0,0,4,6,1,3
20190726,69861,77829,76249,77532,78513,71564,69569,60523,62556,64022,65515,63704,62895,75847,67872,61353,75151,76812,68868,76802,AWAY,20190726SKLT02019,LT,SK,6,10,1,3,8,14,0,2
20190727,77446,69748,79402,62415,61404,67450,75566,69405,66838,74540,69453,68743,78756,76753,68730,71752,73136,78288,66706,69737,HOME,20190727HHSS02019,SS,HH,7,11,1,2,6,11,0,3
20190727,66291,69640,79215,69209,75334,78224,76267,79240,62244,74206,79231,70410,78603,69652,72443,79608,78629,64560,63722,64646,HOME,20190727HTOB02019,OB,HT,12,17,0,5,1,6,3,7
20190727,65320,65933,67341,64300,68345,75125,79365,65357,79456,64346,79334,76849,64984,62907,69901,74465,78813,62931,73213,68912,HOME,20190727NCWO02019,WO,NC,4,6,0,5,1,8,0,3
20190727,65546,62698,76249,77532,78513,71564,69569,76509,62556,64022,65515,71837,61353,75847,67872,76812,75151,73209,76802,63704,AWAY,20190727SKLT02019,LT,SK,0,4,2,6,4,10,0,7
20190727,69032,68135,64004,60558,64868,74339,67025,73113,74215,78548,64006,61186,79109,76290,69165,79192,72133,77564,61102,79150,AWAY,20190727LGKT02019,KT,LG,2,9,0,4,5,10,0,4
20190728,69446,65769,79402,62415,61404,67450,75566,69405,66838,74540,69453,68743,62797,68730,73136,71752,76753,66706,78288,78756,HOME,20190728HHSS02019,SS,HH,13,12,1,9,6,8,1,3
20190728,65048,69103,64004,60558,64868,74339,67025,73113,74215,78548,64006,61186,79109,76290,69165,79192,72133,77564,61102,79150,AWAY,20190728LGKT02019,KT,LG,1,10,1,6,10,11,0,6
20190728,67603,69953,67341,64300,68345,75125,79365,65357,79456,64346,67304,62907,76849,69901,74465,78813,62925,68912,66917,62934,AWAY,20190728NCWO02019,WO,NC,0,4,3,1,11,15,2,4
20190728,77318,68815,76249,77532,78513,71564,69569,76509,62556,67539,65515,63704,62895,75847,76812,61353,75151,73209,68868,76802,AWAY,20190728SKLT02019,LT,SK,0,5,2,2,3,10,0,2
20190730,60263,65543,62907,62931,69901,74465,78813,62925,64984,66917,68912,79215,69209,75334,78224,76267,79240,74206,62244,79231,AWAY,20190730OBNC02019,NC,OB,1,7,0,2,9,10,1,6
20190730,76455,69343,61186,78135,76290,69165,79192,61102,79109,77564,79150,67341,64300,68345,75125,65357,79365,64346,79456,67304,AWAY,20190730WOLG02019,LG,WO,2,8,0,7,4,9,2,1
20190730,74454,69539,79402,62415,61404,67450,75566,69405,66838,74540,69453,76249,77532,78513,71564,77463,69569,62556,67539,65515,HOME,20190730LTSS02019,SS,LT,5,11,1,4,2,8,0,4
20190730,69045,69744,63088,60558,64868,64007,67025,73113,62802,78548,64006,68743,78756,68730,73136,71752,76753,66706,78288,75808,HOME,20190730HHKT02019,KT,HH,3,9,0,0,2,11,0,2
20190730,60841,77637,71837,61353,75847,67872,76812,75151,73209,76802,63704,64560,64646,69652,72443,79608,62265,60648,63722,62908,AWAY,20190730HTSK02019,SK,HT,0,3,0,2,2,6,0,10
20190731,68043,62611,64006,60558,64868,74215,67025,73113,64007,78548,64906,68743,78756,68730,73136,71752,76753,75808,78288,66706,AWAY,20190731HHKT02019,KT,HH,2,7,1,4,5,10,0,2
20190731,62869,69656,63704,62895,75847,67872,76812,61353,75151,68868,76802,79608,64646,69652,72443,62265,78629,64560,62864,62908,AWAY,20190731HTSK02019,SK,HT,2,4,1,4,6,11,0,9
20190731,68403,64021,79402,62415,61404,67450,75566,69405,66838,74540,69453,76249,77532,78513,71564,77463,69569,62556,64022,65515,AWAY,20190731LTSS02019,SS,LT,4,8,1,3,8,11,0,5
20190731,66920,77211,76849,64984,62907,69901,74465,78813,66917,62934,68912,79215,69209,75334,78224,76267,79240,74206,62244,79231,HOME,20190731OBNC02019,NC,OB,8,13,2,2,4,7,1,8
20190731,63111,66018,61186,79109,76290,69165,79192,72133,77564,71184,79150,67341,64300,68345,75125,65357,79365,64346,62353,67304,AWAY,20190731WOLG02019,LG,WO,0,7,2,2,8,11,0,5
20190801,65516,69748,64006,60558,64868,64007,67025,73113,78548,62802,64166,68743,78756,68730,73136,71752,76753,75808,78288,66706,AWAY,20190801HHKT02019,KT,HH,1,8,1,2,3,9,1,2
20190801,77829,61643,63704,62895,75847,67872,76812,61353,75151,68868,76802,64646,78603,69652,72443,63260,79608,64560,78643,62908,HOME,20190801HTSK02019,SK,HT,10,12,0,2,1,5,1,3
20190801,69413,60559,79402,62415,61404,67450,75566,69453,66838,74540,64266,76249,77532,78513,71564,77463,69569,62556,64022,65515,AWAY,20190801LTSS02019,SS,LT,4,5,0,1,9,7,0,8
20190801,69940,68240,76849,64984,62907,69901,74465,78813,66917,62934,76720,79215,76267,75334,78224,69209,79240,74206,62244,79231,AWAY,20190801OBNC02019,NC,OB,2,7,1,7,3,8,0,5
20190801,61145,67313,61186,79109,76290,69165,79192,72133,77564,61102,79150,67341,64300,68345,75125,65357,79365,64346,79456,67304,HOME,20190801WOLG02019,LG,WO,11,17,0,3,5,4,2,7
20190803,68135,69446,61186,79109,76290,69165,79192,72133,77564,61102,79150,79402,62415,67450,75566,69405,61404,66838,74540,69453,HOME,20190803SSLG02019,LG,SS,13,15,1,7,10,14,0,4
20190803,65546,79229,76249,77532,78513,71564,77463,69569,62556,64022,65515,79215,76267,75334,78224,69209,79240,74206,63202,79231,HOME,20190803OBLT02019,LT,OB,2,9,1,1,1,4,1,4
20190803,79764,62698,68743,75808,68730,73136,71752,76753,78756,78288,66706,63704,62895,75847,67872,76812,61353,75151,68868,76802,AWAY,20190803SKHH02019,HH,SK,0,6,0,1,3,10,0,4
20190803,65320,69032,67341,64300,68345,75125,65357,78168,79365,64346,67304,63088,60558,64868,74339,67025,73113,62802,64011,64006,AWAY,20190803KTWO02019,WO,KT,1,6,3,5,7,11,0,2
20190803,62754,65933,64646,78603,69652,72443,79608,70410,63260,63722,64560,62907,76849,69901,74465,62025,62931,64984,62934,68912,HOME,20190803NCHT02019,HT,NC,5,10,3,3,1,3,0,4
20190804,67603,65048,67341,64300,78168,75125,68345,65357,64346,79456,67304,64166,60558,64868,74339,67025,73113,74215,78548,64006,AWAY,20190804KTWO02019,WO,KT,3,9,0,2,5,7,1,2
20190804,77637,69953,64646,78603,69652,72443,79608,70410,63260,63722,64560,60566,76849,62907,69901,78813,62925,66917,73213,68912,HOME,20190804NCHT02019,HT,NC,1,3,0,1,0,2,0,0
20190804,69744,68815,68743,61700,71752,68730,73136,76753,66706,78288,78756,63704,62895,75847,67872,76812,61353,71837,73209,76802,HOME,20190804SKHH02019,HH,SK,8,13,0,4,2,5,0,3
20190804,69103,74454,61186,79109,76290,69165,79192,72133,77564,61102,79150,62415,69453,67450,75566,69405,61404,66838,64793,64407,AWAY,20190804SSLG02019,LG,SS,1,8,0,1,2,7,0,1
20190804,77318,66291,76249,77532,78513,71564,77463,69569,72546,64022,65515,79231,76267,75334,78224,69209,77248,61208,63202,62234,HOME,20190804OBLT02019,LT,OB,9,19,0,3,4,10,1,2
20190806,65543,62611,79215,79231,75334,78224,69209,76267,79240,62244,74206,68743,75808,68730,71752,73136,76753,66706,78288,78756,HOME,20190806HHOB02019,OB,HH,8,16,1,4,3,11,1,0
20190806,60841,69045,63704,62895,75847,67872,61353,75151,73209,76802,77243,63088,60558,64868,74339,67025,73113,62802,78548,64006,AWAY,20190806KTSK02019,SK,KT,0,5,1,2,3,8,0,3
20190806,69656,76455,64646,78603,69652,72443,79608,70410,63260,64560,62864,61186,79109,76290,69165,79192,72133,77564,61102,79150,AWAY,20190806LGHT02019,HT,LG,4,14,1,1,17,18,1,7
20190807,69861,66018,76249,77532,78513,71564,77463,69569,69517,64022,65515,78168,64300,67341,75125,68345,65357,64346,67304,79365,AWAY,20190807WOLT02019,LT,WO,4,7,2,2,16,17,0,4
20190807,77211,69748,79240,79231,79215,75334,69209,74206,62244,64086,77248,68743,61700,68730,71752,73136,76753,66706,78288,78756,AWAY,20190807HHOB02019,OB,HH,5,11,0,3,7,13,1,4
20190807,62869,68043,63704,62895,75847,67872,61353,76812,75151,73209,76802,63088,60558,64868,74339,67025,73113,62802,78548,64906,HOME,20190807KTSK02019,SK,KT,5,9,0,4,2,4,0,2
20190807,69620,63111,64646,78603,69652,72443,62265,79608,70410,62864,64560,61186,78135,76290,69165,79192,77564,79109,71184,79150,HOME,20190807LGHT02019,HT,LG,10,12,1,5,5,8,0,3
20190807,60263,77446,62907,76849,69901,74465,78813,63963,62931,66917,68912,79402,62415,67450,75566,69405,61404,66838,74540,69453,HOME,20190807SSNC02019,NC,SS,2,6,0,6,1,7,1,9
20190808,69940,61145,62907,76849,69901,74465,78813,63963,66917,62934,76720,61186,79109,76290,69165,79192,78135,77564,61102,79150,HOME,20190808LGNC02019,NC,LG,13,13,1,11,2,12,2,0
20190808,67313,77829,78168,64300,67341,75125,68345,65357,64346,67304,79456,63704,62895,75847,67872,61353,76812,75151,73209,76802,AWAY,20190808SKWO02019,WO,SK,1,8,1,0,6,10,2,2
20190808,69640,69745,64646,78603,69652,72443,62265,79608,70410,62864,64560,68743,66706,68730,73136,75808,76753,78288,61554,78756,HOME,20190808HHHT02019,HT,HH,5,11,2,4,2,7,1,7
20190808,68240,65516,79215,79231,75334,78224,69209,76267,79240,62244,74206,64868,60558,68050,74339,67025,62802,74215,78548,64006,HOME,20190808KTOB02019,OB,KT,7,10,0,5,2,8,1,2
20190808,68419,69539,79402,62415,67450,75566,69405,69453,66838,74540,61404,60523,77532,78513,71564,69569,76249,61204,64022,65515,AWAY,20190808LTSS02019,SS,LT,0,5,1,6,8,12,0,2
20190809,62754,79764,64646,78603,69652,72443,62265,79608,63260,62864,64560,68743,66706,68730,73136,71752,76753,61700,64717,78756,HOME,20190809HHHT02019,HT,HH,10,14,1,4,4,10,2,2
20190809,79229,69032,79215,79231,75334,78224,69209,79240,62244,62234,77248,64868,60558,68050,74339,67025,73113,74215,64011,64006,HOME,20190809KTOB02019,OB,KT,3,6,2,5,1,6,2,2
20190809,69446,64021,79402,62415,67450,75566,69405,61404,68407,74540,64468,69517,77532,78513,71564,69569,76249,77463,64022,65515,AWAY,20190809LTSS02019,SS,LT,3,3,0,2,6,10,1,6
20190809,65320,62698,78168,64300,67341,75125,68345,65357,79365,64346,67304,63704,62895,75847,67872,61353,76812,75151,62884,76802,HOME,20190809SKWO02019,WO,SK,5,14,0,6,4,9,0,4
20190809,66920,61101,76849,64984,62907,69901,74465,78813,66917,62934,68912,61186,79109,78135,76290,61102,69165,77564,79530,79150,AWAY,20190809LGNC02019,NC,LG,2,6,2,5,5,11,0,5
20190810,65048,69744,64004,60558,68050,74339,67025,73113,62802,78548,64006,68743,66706,68730,71752,73136,76753,78288,69766,78756,HOME,20190810HHKT02019,KT,HH,5,10,0,2,4,6,1,5
20190810,74454,77637,79402,61404,67450,75566,69405,66838,62415,74540,64468,64646,78603,69652,72443,62265,79608,70410,63722,64560,AWAY,20190810HTSS02019,SS,HT,2,5,1,1,7,12,0,3
20190810,65933,65546,60566,63963,69901,74465,78813,62934,66917,73306,68912,60523,61204,78513,71564,69569,76249,72546,64022,65515,HOME,20190810LTNC02019,NC,LT,7,9,0,3,4,6,1,1
20190810,67603,66291,67341,64300,68345,75125,78168,79365,64346,79456,67304,79215,79231,69209,75334,78224,74206,62244,62234,77248,HOME,20190810OBWO02019,WO,OB,10,13,0,8,2,10,0,3
20190810,69103,68815,61186,78217,78135,76290,61102,69165,77564,79198,79150,63704,62895,75847,67872,61353,76812,75151,62884,76802,AWAY,20190810SKLG02019,LG,SK,0,5,0,2,2,7,1,5
20190811,69343,65543,67341,64300,68345,75125,78168,64346,79365,62356,67304,79215,79231,69209,78224,76267,74206,79240,62244,64086,AWAY,20190811OBWO02019,WO,OB,7,13,2,3,12,20,0,5
20190811,69953,77318,62907,76849,69901,74465,78813,62934,64984,66917,68912,69517,77532,76249,71564,69569,77463,66508,64022,65515,HOME,20190811LTNC02019,NC,LT,9,13,0,3,1,8,2,4
20190811,76455,60841,61186,78217,78135,76290,61102,69165,77564,79198,79150,63704,62895,75847,76812,75151,71837,73209,62884,76802,HOME,20190811SKLG02019,LG,SK,4,8,0,3,3,9,0,1
20190811,67048,62611,64004,60558,68050,74339,67025,73113,62802,78548,64006,68743,66706,68730,73136,76753,75808,78288,61554,78756,AWAY,20190811HHKT02019,KT,HH,4,12,1,4,6,9,3,2
20190811,68403,69656,79402,62415,61404,67450,75566,69405,66838,74540,64468,70410,78603,69652,72443,62265,79608,64560,62864,64646,HOME,20190811HTSS02019,SS,HT,5,10,1,7,4,10,0,6
20190813,69861,68043,69517,77532,78513,71564,69569,76249,77463,64022,65515,64004,60558,68050,74339,67025,73113,62802,78548,64006,HOME,20190813KTLT02019,LT,KT,6,13,1,3,5,12,1,1
20190813,68703,60263,68743,66706,76753,68730,71752,73136,61554,78288,78756,62907,76849,69901,76232,74465,78813,62934,66917,60566,AWAY,20190813NCHH02019,HH,NC,2,8,0,3,10,18,0,7
20190813,69620,77211,70410,78603,69652,72443,62265,79608,64560,63722,64646,79215,79231,75334,78224,69209,76267,79240,62244,74206,AWAY,20190813OBHT02019,HT,OB,2,9,1,7,5,7,0,4
20190813,62869,69439,63704,62895,75847,67872,61353,76812,75151,62884,76802,79402,62404,61404,67450,75566,66838,64468,74540,62415,HOME,20190813SSSK02019,SK,SS,4,6,0,7,1,7,0,1
20190813,63111,66018,61186,79109,78135,76290,79192,69165,77564,71184,79150,67341,64300,68345,75125,78168,64346,79365,65357,67304,HOME,20190813WOLG02019,LG,WO,8,15,0,5,7,10,0,7
20190814,69539,65516,69517,77532,78513,71564,69569,76249,77463,64022,65515,64004,60558,68050,74339,67025,73113,62802,78548,67006,AWAY,20190814KTLT02019,LT,KT,0,5,0,1,6,12,1,5
20190814,69745,69940,68743,78756,68730,73136,75808,76753,66706,78288,61554,62907,76849,69901,76232,74465,78813,62934,66917,60566,HOME,20190814NCHH02019,HH,NC,9,13,1,4,3,4,2,4
20190814,69640,68240,70410,78603,69652,72443,62265,79608,64560,62864,64646,79215,79231,75334,78224,69209,76267,79240,62244,62234,HOME,20190814OBHT02019,HT,OB,4,8,2,3,1,7,0,5
20190814,68135,67313,61186,79109,78135,76290,79192,69165,77564,61102,79150,67341,64300,68345,75125,78168,64346,79456,65357,67304,AWAY,20190814WOLG02019,LG,WO,0,4,0,1,14,17,0,6
20190815,65320,66920,67341,64300,68345,75125,78168,79365,64346,79334,67304,62907,76849,69901,76232,63963,78813,64984,73213,68912,HOME,20190815NCWO02019,WO,NC,4,9,1,3,3,8,0,2
20190815,62754,62698,70410,78603,69652,72443,62265,79608,64560,62864,64646,63704,62895,75847,67872,61353,76812,71837,62884,76802,AWAY,20190815SKHT02019,HT,SK,6,9,0,8,7,11,1,5
20190815,64021,79764,69517,77532,78513,71564,69569,76249,77463,67539,65515,68743,78756,68730,73136,71752,76753,66706,78288,61554,HOME,20190815HHLT02019,LT,HH,11,16,0,2,5,11,0,2
20190816,69032,74454,64004,62802,68050,74339,67025,73113,76313,64011,64006,79402,62404,61404,67450,75566,69405,66838,64793,64468,HOME,20190816SSKT02019,KT,SS,9,13,0,6,1,5,2,7
20190816,67603,65933,67341,64300,68345,75125,78168,79365,64346,79456,65357,62907,76849,69901,76232,74465,63963,78813,62934,66917,HOME,20190816NCWO02019,WO,NC,6,13,0,4,4,10,0,4
20190816,77637,68815,70410,78603,69652,72443,62265,79608,64560,63722,64646,63704,61353,75847,67872,76812,71837,79465,73209,76802,HOME,20190816SKHT02019,HT,SK,1,6,0,4,0,3,2,1
20190816,65546,69744,69517,77532,78513,71564,69569,76249,77463,64022,65515,61554,78756,76753,71752,75808,64717,69766,68730,63703,AWAY,20190816HHLT02019,LT,HH,1,4,0,3,2,7,0,1
20190816,79229,61101,79215,79231,69209,75334,76267,78224,62244,79240,74206,61186,79109,78135,76290,79192,69165,77564,61102,79150,HOME,20190816LGOB02019,OB,LG,7,14,2,4,4,6,0,3
20190817,69343,62611,67341,64300,68345,75125,78168,79365,64346,65357,67304,68743,78756,76753,68730,71752,75808,78288,66706,61554,AWAY,20190817HHWO02019,WO,HH,4,8,2,3,8,14,1,0
20190817,69656,65048,69652,64646,62265,72443,79608,70410,64560,62864,78603,64004,62802,68050,74339,67025,73113,76313,78548,64006,AWAY,20190817KTHT02019,HT,KT,3,10,1,3,4,12,0,6
20190817,77446,69103,64468,62404,61404,67450,75566,69405,62415,69442,64407,61186,79109,78135,76290,79192,69165,61102,79150,79198,HOME,20190817LGSS02019,SS,LG,7,10,0,5,2,8,1,5
20190817,66291,77318,79215,79231,69209,75334,76267,78224,62244,62234,74206,69517,63593,78513,71564,69569,76249,77463,64022,65515,HOME,20190817LTOB02019,OB,LT,9,13,1,5,2,5,2,0
20190817,69953,60841,64984,76849,62907,76232,74465,62025,78813,62934,66917,63704,62895,75847,67872,76812,71837,79465,66864,76802,HOME,20190817SKNC02019,NC,SK,9,10,0,6,0,3,1,2
20190818,66018,63791,67341,64300,68345,75125,78168,79365,64346,65357,67304,68743,66706,76753,68730,71752,73136,75808,78288,78756,AWAY,20190818HHWO02019,WO,HH,4,9,1,4,5,9,0,5
20190818,69620,69045,66606,64646,69652,72443,62265,79608,64560,63722,78603,64004,60558,68050,74339,67025,73113,76313,78548,64006,AWAY,20190818KTHT02019,HT,KT,1,9,0,2,2,5,0,8
