game_dates,pitcher_hm,pitcher_aw,hitman_hm_1,hitman_hm_2,hitman_hm_3,hitman_hm_4,hitman_hm_5,hitman_hm_6,hitman_hm_7,hitman_hm_8,hitman_hm_9,hitman_aw_1,hitman_aw_2,hitman_aw_3,hitman_aw_4,hitman_aw_5,hitman_aw_6,hitman_aw_7,hitman_aw_8,hitman_aw_9,winner,gameId,homeTeamCode,awayTeamCode,hm_R,hm_h,hm_e,hm_b,aw_R,aw_h,aw_e,aw_b
20200604,69940,79847,62907,63963,62947,76232,74465,62925,50923,66917,62934,63704,50854,75847,67872,61869,75151,62884,63634,63450,HOME,20200604SKNC02020,NC,SK,10,10,0,14,0,5,1,4
20200604,78148,77446,61186,76290,79192,50165,77564,72133,75808,61102,79109,79402,62409,50468,75566,69453,64266,61404,74540,69418,HOME,20200604SSLG02020,LG,SS,11,14,1,1,0,4,1,3
20200604,65764,69343,74163,68743,68730,73136,71752,74729,79705,78288,69737,78168,64300,67341,75125,79365,65586,67304,65399,64657,AWAY,20200604WOHH02020,HH,WO,3,8,1,0,7,11,1,3
20200605,50835,61365,63704,50854,75847,67872,61743,61869,62884,63440,63450,79402,62409,50468,66838,66409,62415,69418,74540,50458,HOME,20200605SSSK02020,SK,SS,4,6,0,6,1,7,1,2
20200605,77318,50912,74163,68743,68730,71752,61208,76753,69737,78288,79705,62907,76849,62947,76232,74465,62931,62925,50923,63963,AWAY,20200605NCHH02020,HH,NC,2,3,1,7,13,17,0,7
20200605,66291,65616,79215,69209,75334,78224,76267,77248,74206,62244,50293,65653,64646,69652,72443,78629,62265,79334,78643,66614,HOME,20200605HTOB02020,OB,HT,5,7,1,1,1,5,0,5
20200605,69539,65048,77532,78513,79608,71564,61566,64504,68525,68518,50506,64166,64007,64868,67025,73113,76313,78548,64906,64004,HOME,20200605KTLT02020,LT,KT,6,10,0,2,4,9,0,3
20200605,65320,61101,67304,64300,67341,75125,79365,65586,73342,65399,64657,61186,76290,79192,50165,77564,72133,75808,61102,79109,HOME,20200605LGWO02020,WO,LG,6,8,0,5,3,6,0,1
20200606,50234,50640,79215,69209,75334,78224,76267,62244,62234,50293,68204,65653,78603,69652,72443,78629,62265,79334,63722,64646,HOME,20200606HTOB02020,OB,HT,4,9,0,1,3,7,1,1
20200606,69748,65933,74163,68743,76753,74729,71752,79705,69737,60343,61208,62934,63963,62947,76232,74465,62925,50923,62931,73306,AWAY,20200606NCHH02020,HH,NC,2,11,1,0,14,14,0,4
20200606,50558,65516,77532,78513,79608,71564,61566,64504,68525,68518,50506,64006,64004,64868,67025,73113,76313,64166,78548,64007,HOME,20200606KTLT02020,LT,KT,1,5,0,4,0,6,0,0
20200606,67603,68135,78168,65586,67341,64300,65898,79456,67304,62353,64657,61186,76290,77564,50165,72133,75808,66108,61102,79109,HOME,20200606LGWO02020,WO,LG,5,10,0,4,4,6,0,5
20200606,60841,68419,71837,50854,75151,67872,74215,66052,62884,63440,63450,79402,62415,50468,66838,64410,69403,69453,60288,69418,HOME,20200606SSSK02020,SK,SS,6,6,0,9,4,7,0,4
20200607,79229,62754,79215,69209,75334,78224,76267,62244,74206,62234,50293,65653,78603,69652,72443,78629,70410,63722,62908,64646,HOME,20200607HTOB02020,OB,HT,3,10,0,4,2,9,3,4
20200607,64021,50040,77532,65515,79608,71564,64504,62558,50506,68525,65506,64006,64004,64166,67025,74339,73113,64007,78548,64906,HOME,20200607KTLT02020,LT,KT,5,9,0,3,2,8,0,1
20200607,62363,76455,78168,64300,67341,75125,79365,65586,67304,65399,64657,61186,76290,72133,50165,77564,66108,79109,71184,79150,AWAY,20200607LGWO02020,WO,LG,1,7,3,5,8,14,0,3
20200607,69745,60263,74163,68743,71752,74729,73136,61208,76753,78288,69737,62907,76849,62947,62925,74465,62931,50923,64984,78122,AWAY,20200607NCHH02020,HH,NC,2,5,1,1,8,13,0,6
20200607,62869,50404,63704,50854,75151,67872,61743,74215,62884,63440,63450,79402,62409,50468,66409,61197,62415,69418,74540,50458,AWAY,20200607SSSK02020,SK,SS,0,6,0,3,3,9,1,2
20200609,69103,64861,61186,76290,79192,50165,77564,72133,75808,61102,79109,63704,50854,75847,67872,75151,61869,63440,62884,76802,AWAY,20200609SKLG02020,LG,SK,3,11,0,8,5,10,1,4
20200609,69446,69360,79402,62409,62404,50468,69453,61197,62415,74540,66409,78168,64300,67341,75125,79365,65586,65399,69306,62356,AWAY,20200609WOSS02020,SS,WO,3,11,0,4,5,11,0,7
20200609,66920,50296,62907,76849,62947,62925,76232,74465,62931,50923,63963,79215,69209,75334,78224,76267,74206,79231,71842,68204,HOME,20200609OBNC02020,NC,OB,12,12,1,7,8,11,0,5
20200609,50524,69744,77532,78513,79608,71564,64504,62558,50506,61566,65515,74163,50709,50707,69737,68730,71752,66702,66707,69705,HOME,20200609HHLT02020,LT,HH,9,16,1,1,3,10,0,4
20200609,50030,77637,64006,64868,68050,74339,67025,73113,78548,64906,64166,78603,69652,72443,78629,62265,63722,66606,64646,73209,AWAY,20200609HTKT02020,KT,HT,2,7,0,2,3,5,0,2
20200610,73211,65764,77532,78513,79608,71564,64504,62558,50506,65506,65515,74163,68743,50707,69737,68730,71752,61208,78288,69705,HOME,20200610HHLT02020,LT,HH,12,14,1,6,2,6,2,0
20200610,68043,50636,64006,64868,68050,74339,67025,73113,78548,50054,64166,65653,69652,72443,78629,62265,63722,62234,64646,66614,AWAY,20200610HTKT02020,KT,HT,0,3,1,0,10,7,0,10
20200610,69940,69045,62907,76849,62947,62925,76232,74465,62931,50923,63963,79231,69209,75334,78224,76267,62244,74206,50293,68204,AWAY,20200610OBNC02020,NC,OB,1,7,0,0,9,11,0,6
20200610,77446,69343,79402,69418,62404,50468,66409,69453,61197,74540,62415,78168,64300,67341,75125,79365,65586,67304,62356,64657,HOME,20200610WOSS02020,SS,WO,4,8,0,3,1,4,1,3
20200611,50126,50835,61186,76290,79192,50165,72133,77564,79109,61102,79150,63704,50854,75847,67872,75151,61869,62884,63440,63450,HOME,20200611SKLG12020,LG,SK,3,10,1,4,1,6,0,1
20200611,69539,79764,77532,78513,79608,71564,64504,64717,50506,65506,65515,68743,61208,74163,68730,50707,69737,64704,78288,63703,HOME,20200611HHLT02020,LT,HH,5,10,1,5,0,5,0,6
20200611,65048,65616,64868,64166,68050,74339,67025,73113,78548,50054,64006,65653,69652,78629,62234,78643,69636,70410,66614,64646,HOME,20200611HTKT02020,KT,HT,13,16,0,5,8,15,1,1
20200611,50912,66291,62907,76849,62947,76232,62925,62931,50923,78122,64984,79215,69209,75334,78224,76267,74206,62244,79231,68204,HOME,20200611OBNC02020,NC,OB,7,14,0,0,5,11,0,3
20200611,61365,65320,79402,69418,62404,50468,66409,69453,66838,74540,62415,78168,75125,67341,64300,79365,67304,65586,62356,64657,HOME,20200611WOSS02020,SS,WO,6,7,1,3,3,6,0,3
20200611,61101,79847,61186,76290,79192,50165,77564,75808,65109,71184,78217,71837,50854,75847,67872,61743,74215,62884,63634,76802,HOME,20200611SKLG22020,LG,SK,4,4,0,6,3,9,0,2
20200612,65933,67603,62907,76849,62947,76232,62925,74465,50923,63963,66917,67304,75125,64300,79365,79456,65586,62356,65399,62353,AWAY,20200612WONC02020,NC,WO,2,8,1,5,3,4,0,4
20200612,69748,67263,74163,68743,68730,71752,62797,64704,69737,78288,63703,79215,69209,76267,75334,78224,74206,79231,71842,68204,AWAY,20200612OBHH02020,HH,OB,2,5,1,4,5,9,1,5
20200612,60841,50640,71837,50854,75847,67872,75151,61869,63440,76802,63450,65653,69652,72443,78629,62234,70410,63722,66614,64646,AWAY,20200612HTSK02020,SK,HT,3,5,1,4,6,9,0,4
20200612,68135,50558,61186,76290,72133,79192,77564,66113,75808,61102,69100,77532,78513,79608,71564,50506,64717,64504,68525,76249,HOME,20200612LTLG02020,LG,LT,3,4,0,3,2,9,1,7
20200613,50404,50040,79402,62409,62404,50468,69453,64410,69418,74540,62415,64868,64166,68050,74339,67025,73113,78548,50054,64006,HOME,20200613KTSS12020,SS,KT,5,7,0,3,3,6,0,2
20200613,62869,62754,50854,61353,75847,67872,61869,62884,63440,76802,63704,65653,62234,69652,78629,62265,69636,63722,66614,73209,AWAY,20200613HTSK02020,SK,HT,1,5,0,2,2,6,1,2
20200613,76455,64021,61186,66108,76290,79192,61102,66113,75808,79109,69100,76249,78513,77532,71564,61204,64717,64504,50506,68525,AWAY,20200613LTLG02020,LG,LT,6,10,2,2,7,8,0,8
20200613,60263,62363,62907,76849,62947,74465,78813,63963,50923,78122,66917,78168,75125,67341,64300,79365,65586,67304,65399,64657,AWAY,20200613WONC02020,NC,WO,5,11,1,6,18,17,0,6
20200613,50464,65516,50458,62409,62404,64410,64468,61197,69418,69442,62415,64868,64166,68050,74339,67025,73113,50054,50066,64006,AWAY,20200613KTSS22020,SS,KT,4,8,0,4,7,8,2,9
20200613,50726,79229,74163,68743,71752,68730,61554,62797,69737,78288,63703,79215,69209,76267,75334,78224,74206,62244,79231,68204,HOME,20200613OBHH02020,HH,OB,7,10,1,6,6,11,0,8
20200614,69744,63292,74163,68743,68730,71752,61208,69737,64704,78288,63703,79215,79231,76267,69209,78224,74206,62244,50293,67207,HOME,20200614OBHH02020,HH,OB,3,7,1,3,2,9,0,2
20200614,64861,77637,71837,75151,75847,67872,66052,63440,61869,76802,63450,65653,69652,72443,78629,62234,70410,78643,66614,64646,HOME,20200614HTSK02020,SK,HT,4,3,0,2,3,7,0,2
20200614,69446,50030,79402,62404,50468,75566,69453,66409,50458,74540,62415,64004,64166,68050,67025,74339,63448,50054,77243,64006,HOME,20200614KTSS02020,SS,KT,12,16,0,3,0,11,0,1
20200614,69103,50524,61186,76290,72133,79192,77564,66113,75808,61102,79109,76249,77532,78513,71564,62556,62558,64504,68525,50506,HOME,20200614LTLG02020,LG,LT,10,14,2,3,6,16,1,1
20200614,67954,69360,62907,76849,62947,76232,62925,63963,74465,50923,66917,78168,75125,67341,64300,79365,65586,67304,65399,64657,HOME,20200614WONC02020,NC,WO,9,13,0,5,5,8,1,5
20200616,69045,77446,79215,79231,76267,69209,74206,78224,62244,63257,66203,79402,62404,50468,75566,69453,66409,69418,60288,62415,AWAY,20200616SSOB02020,OB,SS,3,6,1,10,4,8,1,4
20200616,50636,69940,65653,69652,72443,78629,62265,63722,73209,66614,64646,62907,76849,62947,76232,62925,63963,74465,50923,66917,HOME,20200616NCHT02020,HT,NC,7,8,0,8,4,10,1,3
20200616,69343,73211,78168,75125,67341,64300,79365,67304,65586,65399,64657,61204,78513,77532,71564,50506,67504,64501,62558,76249,AWAY,20200616LTWO02020,WO,LT,5,6,3,4,7,10,1,3
20200616,79764,78148,74163,62797,68743,71752,64704,68730,78288,69737,69705,61186,79109,76290,79192,72133,66113,61102,79150,69100,AWAY,20200616LGHH02020,HH,LG,5,11,1,5,9,15,0,3
20200616,50835,65048,50854,61353,75847,67872,75151,71837,63440,68868,76802,64868,64166,68050,74339,67025,76313,73113,78548,50054,AWAY,20200616KTSK02020,SK,KT,5,12,1,4,6,9,0,8
20200617,79847,67045,50854,61353,75847,67872,75151,71837,63440,68868,76802,64166,76313,64868,74339,67025,73113,64007,78548,64006,AWAY,20200617KTSK02020,SK,KT,4,10,1,3,6,12,0,6
20200617,69748,61101,68743,61208,74163,71752,61554,68730,69737,66707,69705,61186,79109,76290,79192,75808,66113,61102,79150,50150,AWAY,20200617LGHH02020,HH,LG,1,5,1,7,7,13,0,4
20200617,65320,69539,78168,65586,67341,64300,65399,67304,79456,68346,64657,60523,77532,78513,71564,50506,67504,65506,68518,61204,HOME,20200617LTWO02020,WO,LT,4,9,0,8,3,9,0,2
20200617,65616,50912,65653,69652,72443,78629,65610,63722,73209,66614,64646,62907,76849,62947,50923,62925,78813,74465,78122,66917,HOME,20200617NCHT02020,HT,NC,7,10,1,2,6,7,0,5
20200617,50234,61365,79215,79231,76267,69209,74206,78224,62244,79290,66203,79402,62404,50468,75566,69453,66409,69418,60288,62415,AWAY,20200617SSOB02020,OB,SS,3,8,2,2,6,10,0,3
20200618,60841,50040,50854,61353,75847,67872,75151,71837,63440,68868,76802,64004,64166,64868,68050,67025,76313,73113,77243,64006,AWAY,20200618KTSK02020,SK,KT,3,7,0,6,5,13,0,4
20200618,77318,68135,63704,68743,74163,74729,71752,68730,78288,69737,69705,66108,79109,76290,50165,79192,66113,61102,79150,69100,AWAY,20200618LGHH02020,HH,LG,7,9,2,6,9,11,1,8
20200618,67603,50558,78168,67304,67341,64300,65399,79456,65586,62356,64657,76249,78513,77532,71564,60523,50506,79608,68518,61204,HOME,20200618LTWO02020,WO,LT,3,5,1,1,2,10,1,1
20200618,79229,50449,79215,69209,76267,78224,74206,62244,79290,79231,66203,79402,62404,50468,75566,69453,66409,62409,60288,62415,HOME,20200618SSOB02020,OB,SS,7,12,2,4,3,6,2,4
20200619,50640,50404,65653,69652,72443,78629,62265,63722,73209,66614,64646,79402,62409,62404,50468,69453,75566,50458,60288,62415,HOME,20200619SSHT02020,HT,SS,5,11,0,3,4,7,3,7
20200619,62363,62869,78168,67304,67341,64300,79365,79456,65586,65399,62353,50854,61353,75847,67872,75151,61869,63440,68868,76802,HOME,20200619SKWO02020,WO,SK,2,5,0,4,1,8,0,1
20200619,76455,66291,61186,76290,79192,50165,72133,61102,79109,79150,50150,67207,69209,79215,78224,76267,79290,71842,63559,68204,AWAY,20200619OBLG02020,LG,OB,10,15,2,6,18,20,1,9
20200619,65516,64021,64166,64868,67025,68050,74339,76313,78548,50054,64006,77532,60523,78513,71564,50506,79608,62558,68525,76249,HOME,20200619LTKT02020,KT,LT,9,15,1,4,8,14,0,4
20200619,65933,65769,76849,63963,62925,50923,62947,74465,60566,78122,66928,63704,68743,74163,71752,74729,61554,69705,78288,69737,HOME,20200619HHNC02020,NC,HH,3,7,0,2,1,4,0,1
20200620,60263,69744,62907,76849,62925,62947,63963,50923,60566,78122,66928,63704,68730,71752,74729,73136,64704,69737,78288,69705,AWAY,20200620HHNC02020,NC,HH,3,8,0,1,4,9,2,2
20200620,50030,50524,64166,64868,67025,68050,74339,76313,73113,78548,64006,60523,78513,77532,71564,76249,50506,79608,62558,68525,AWAY,20200620LTKT02020,KT,LT,0,5,1,3,8,14,0,5
20200620,69103,63292,61186,76290,79192,50165,72133,79109,79150,71184,50150,79231,69209,79215,78224,76267,74206,62244,79290,67207,AWAY,20200620OBLG02020,LG,OB,2,8,0,1,8,11,0,4
20200620,69360,64861,67304,64300,67341,79365,75125,66354,65399,65586,64657,71837,50854,75847,67872,61353,61869,65869,76802,68868,HOME,20200620SKWO02020,WO,SK,9,10,2,8,3,10,0,2
20200620,62754,69446,65653,69652,72443,78629,62265,63722,73209,65464,64646,79402,62404,50468,69453,75566,61404,69418,60288,50458,HOME,20200620SSHT02020,HT,SS,6,9,0,6,3,9,0,2
20200621,67954,65764,62907,76849,62925,62947,63963,74465,62931,50923,68912,63704,74163,71752,74729,73136,68743,64704,66707,69705,HOME,20200621HHNC02020,NC,HH,9,11,2,4,7,7,2,9
20200621,69032,73211,64166,64868,67025,68050,74339,73113,76313,78548,64006,60523,78513,76249,71564,50506,79608,65506,68525,62558,HOME,20200621LTKT02020,KT,LT,3,6,0,0,2,9,0,1
20200621,50126,69045,61186,79109,76290,50165,79192,72133,75808,61102,69100,79215,69209,76267,78224,74206,62244,79290,67207,63257,AWAY,20200621OBLG02020,LG,OB,1,9,1,0,3,8,1,8
20200621,69343,50835,78168,64300,67341,79365,75125,65399,67304,62353,64657,71837,50854,75847,67872,75151,76812,74215,76802,63450,HOME,20200621SKWO02020,WO,SK,7,10,2,8,2,4,1,2
20200621,77637,77446,65653,69652,72443,78629,65610,78643,73209,64646,65464,79402,69418,62404,50468,75566,61197,69453,64793,61404,AWAY,20200621SSHT02020,HT,SS,5,10,2,0,12,17,1,2
20200623,50157,65320,61186,66108,76290,50165,72133,61102,75808,79109,64115,78168,64300,67341,79365,75125,65399,67304,65586,64657,AWAY,20200623WOLG02020,LG,WO,3,11,1,2,8,14,0,6
20200623,50040,69940,64868,64166,67025,68050,74339,73113,76313,78548,64006,62907,76849,62947,76232,62925,63963,62931,50923,64984,AWAY,20200623NCKT02020,KT,NC,3,8,0,3,4,7,0,3
20200623,79847,50234,61353,50854,75847,67872,75151,61869,76812,68868,76802,79240,69209,79215,78224,76267,79290,79231,71842,68204,AWAY,20200623OBSK02020,SK,OB,2,14,2,0,9,13,0,5
20200623,68419,69748,79402,62404,50468,75566,69453,61197,69418,60288,61404,63704,74163,71752,74729,76753,73136,68743,78288,69705,HOME,20200623HHSS02020,SS,HH,11,11,0,7,4,12,2,5
20200623,69539,50636,77532,61566,78513,71564,50506,68525,79608,68518,76249,65653,69652,72443,62265,69636,63722,65464,73209,64646,HOME,20200623HTLT02020,LT,HT,4,8,0,4,3,11,1,2
20200624,50449,77318,79402,62415,62404,75566,69453,61197,64266,60288,66409,74163,61554,71752,74729,76753,63700,68743,78288,78756,HOME,20200624HHSS02020,SS,HH,3,12,1,4,2,7,1,5
20200625,62869,66291,64260,50854,75847,67872,61353,71837,76812,68868,76802,79231,69209,76267,78224,79240,62244,79290,63257,68204,HOME,20200625OBSK22020,SK,OB,7,10,0,8,0,4,2,2
20200625,65516,50912,64166,64868,67025,68050,74339,78548,76313,50054,64006,62907,76849,62947,76232,62925,62931,74465,50923,63963,AWAY,20200625NCKT12020,KT,NC,1,6,0,7,3,6,0,5
20200625,60841,79229,64260,50854,75847,67872,75151,71837,76812,68868,76802,79215,69209,76267,78224,75334,79240,62244,74206,79231,AWAY,20200625OBSK12020,SK,OB,6,14,1,3,14,18,0,8
20200625,68135,67603,61186,75808,76290,50165,61102,79109,79150,68106,64115,78168,64300,67341,75125,65399,79456,67304,65586,62356,AWAY,20200625WOLG12020,LG,WO,2,9,0,1,5,9,0,7
20200625,50404,65769,61404,64468,69453,75566,61197,66838,69418,60288,62415,74163,68743,61208,71752,73136,76753,78756,78288,50707,AWAY,20200625HHSS02020,SS,HH,2,7,1,3,9,13,0,5
20200625,65048,65933,64166,64004,67025,68050,74339,76313,64906,77243,64006,64984,60566,62947,62925,78813,63963,62934,68912,66917,HOME,20200625NCKT22020,KT,NC,19,17,2,5,6,10,3,1
20200625,76455,62363,61186,66108,76290,50165,66113,79109,75808,71184,69100,78168,64300,67341,75125,79365,65399,67304,65586,64657,AWAY,20200625WOLG22020,LG,WO,5,10,1,1,8,7,2,7
20200626,63292,60263,79240,69209,75334,78224,76267,74206,62244,63257,79231,62907,76849,62947,76232,62925,62931,74465,50923,62934,AWAY,20200626NCOB02020,OB,NC,3,7,1,5,9,11,0,5
20200626,64861,69103,64260,50854,75847,67872,75151,71837,76812,68868,76802,61186,78361,76290,50165,61102,79109,66108,79150,64115,HOME,20200626LGSK02020,SK,LG,7,9,0,5,0,3,1,6
20200626,50558,69446,60523,77532,78513,71564,50506,68525,79608,68518,76249,61404,62415,62404,69453,75566,66838,64468,64793,50458,AWAY,20200626SSLT02020,LT,SS,4,9,1,2,6,13,0,3
20200626,69360,50640,78168,64300,67341,75125,79365,65399,67304,65586,64657,65653,78603,69652,72443,78629,62265,73209,63722,64646,AWAY,20200626HTWO02020,WO,HT,6,13,0,4,8,12,3,5
20200626,69744,50030,74163,68743,61208,71752,61700,78756,73136,78288,50707,64004,64166,67025,68050,74339,76313,50054,78548,64006,HOME,20200626KTHH02020,HH,KT,7,14,0,2,4,10,1,3
20200627,50524,77446,60523,78513,77532,71564,68525,50506,79608,62558,76249,79402,62415,62404,69453,64266,66838,61404,74540,50458,AWAY,20200627SSLT02020,LT,SS,1,6,0,4,6,12,0,1
20200627,69045,66920,79240,69209,79215,78224,75334,76267,74206,71842,79231,62907,63963,62947,74465,50923,78813,62931,62934,78122,HOME,20200627NCOB02020,OB,NC,12,13,0,5,3,6,1,2
20200627,69343,77637,78168,64300,67341,75125,79365,65399,67304,65586,64657,65653,78603,69652,72443,78629,65610,73209,78643,64646,HOME,20200627HTWO02020,WO,HT,2,5,0,5,0,2,0,1
20200627,65764,69032,74163,68743,61208,71752,61700,78756,73136,78288,50707,64868,64166,67025,68050,73113,76313,64004,77243,64006,AWAY,20200627KTHH02020,HH,KT,2,7,2,3,7,6,0,11
20200627,50835,78148,64260,50854,75847,67872,61353,71837,76812,68868,76802,61186,79109,76290,50165,61102,66113,66108,79150,64115,AWAY,20200627LGSK02020,SK,LG,0,3,1,2,3,11,0,2
20200628,65320,50636,78168,67304,67341,75125,79365,65399,62356,65586,64657,65653,78603,69652,72443,78629,62265,73209,63722,64646,HOME,20200628HTWO02020,WO,HT,1,6,0,3,0,2,0,3
20200628,69748,50040,74163,78756,68743,71752,73136,76753,50707,66707,61208,64166,76313,67025,68050,74339,73113,78548,60558,64006,AWAY,20200628KTHH02020,HH,KT,4,8,0,2,8,9,0,4
20200628,66859,61101,64260,61869,75847,67872,61353,76812,68868,76802,50854,61186,79109,76290,50165,61102,66113,66108,79150,64115,AWAY,20200628LGSK02020,SK,LG,0,5,1,1,4,10,0,2
20200628,50234,69940,79240,69209,75334,78224,76267,62244,79290,79231,68204,62907,63963,62925,76232,74465,62931,50923,64984,62934,AWAY,20200628NCOB02020,OB,NC,0,5,0,2,5,12,1,2
20200628,64021,61365,65506,77532,78513,71564,62558,62556,79608,50506,60523,79402,62415,62404,64266,61404,66838,74540,64407,50458,HOME,20200628SSLT02020,LT,SS,7,10,0,3,3,5,1,0
20200630,67603,79229,78168,67304,67341,75125,79365,65399,79456,65586,64657,79240,69209,75334,78224,76267,79290,79231,71842,68204,HOME,20200630OBWO02020,WO,OB,11,14,0,4,2,7,1,2
20200630,50126,65048,61186,79109,76290,50165,79192,75808,66108,61102,64115,64166,76313,67025,68050,74339,73113,64004,78548,64006,HOME,20200630KTLG02020,LG,KT,4,10,0,3,3,10,1,10
20200630,50912,78536,62907,63963,62947,76232,74465,50923,62931,62925,76849,77532,78513,60523,71564,50506,62558,79608,68525,76249,AWAY,20200630LTNC02020,NC,LT,8,11,1,5,10,15,0,9
20200630,68419,60841,79402,62404,66838,64266,74540,62415,75566,69418,50458,50854,67872,75847,75151,66052,71837,76812,68868,76802,HOME,20200630SKSS02020,SS,SK,4,8,2,5,1,5,2,1
20200701,50404,62869,79402,62404,64266,75566,61404,66838,62415,74540,50458,64260,50854,67872,75847,77463,61353,76812,68868,76802,HOME,20200701SKSS02020,SS,SK,7,10,0,5,1,4,2,1
20200701,62363,66291,78168,79456,67341,75125,79365,64300,67304,65399,64657,79215,69209,75334,78224,76267,79240,77248,62244,79290,AWAY,20200701OBWO02020,WO,OB,5,11,0,4,14,19,1,3
20200701,65933,76355,76849,63963,62947,76232,50923,74465,78813,62931,64984,76249,61204,68525,60523,65506,61566,50506,62558,62556,HOME,20200701LTNC02020,NC,LT,6,6,0,4,2,6,3,1
20200701,76455,65516,61186,79109,76290,50165,79192,66108,61102,79150,64115,64166,76313,67025,68050,74339,73113,60558,78548,64006,AWAY,20200701KTLG02020,LG,KT,5,9,1,5,11,19,0,1
20200701,62754,77318,78603,69652,72443,78629,62265,65653,73209,63722,64646,74163,68743,78756,71752,50707,76753,73136,78288,61208,HOME,20200701HHHT02020,HT,HH,4,11,1,4,3,12,0,4
20200702,65616,69744,78603,69652,72443,78629,62265,65653,73209,63722,64646,74163,68743,78756,71752,78288,61700,50707,76753,61208,HOME,20200702HHHT02020,HT,HH,7,13,0,3,1,9,0,7
20200702,69103,67045,61186,79109,76290,50165,79192,75808,66108,71184,64115,64166,76313,67025,68050,74339,73113,60558,77243,64006,AWAY,20200702KTLG02020,LG,KT,3,7,0,0,4,15,0,3
20200702,60263,50558,64984,76849,62947,50923,74465,63963,62931,62925,78122,60523,77532,79608,71564,78513,68525,76249,68518,50506,HOME,20200702LTNC02020,NC,LT,9,14,0,1,7,10,1,7
20200702,69360,63292,78168,64300,67341,75125,79365,79456,67304,65586,62356,79215,69209,75334,78224,76267,79240,77248,62244,79290,HOME,20200702OBWO02020,WO,OB,10,16,2,6,7,10,0,9
20200702,69446,64861,79402,62415,62404,75566,64266,61404,66838,74540,50458,50854,61353,67872,75847,77463,71837,76812,68868,76802,HOME,20200702SKSS02020,SS,SK,6,11,0,6,2,10,0,1
20200703,69045,65769,79215,69209,75334,78224,76267,79240,77248,62244,79290,74163,68743,71752,74729,78288,78756,76753,69766,61208,HOME,20200703HHOB02020,OB,HH,2,7,0,6,1,5,0,3
20200703,66920,50640,76849,63963,62947,50923,74465,62931,62925,78122,64984,78603,69652,72443,78629,62265,65653,73209,63722,64646,AWAY,20200703HTNC02020,NC,HT,2,9,0,2,8,9,0,3
20200703,77446,68135,79402,62404,66838,64266,62415,61197,64469,74540,50458,61186,76290,79192,50165,61102,79109,79150,78217,64115,HOME,20200703LGSS02020,SS,LG,9,11,0,1,7,10,1,4
20200703,50524,50835,77532,60523,78513,71564,50506,62558,79608,68525,65506,50854,61743,75847,67872,77463,68868,65869,76802,64260,AWAY,20200703SKLT02020,LT,SK,4,9,2,9,7,12,0,2
20200703,50040,69343,64166,76313,67025,64007,74339,64906,77243,64004,64006,78168,64300,67341,75125,65399,79365,67304,65586,64657,HOME,20200703WOKT02020,KT,WO,3,11,2,2,2,6,2,5
20200704,69032,65320,64868,76313,67025,68050,78548,64166,64007,50054,64006,78168,64300,67341,75125,65399,79365,79456,67304,64657,AWAY,20200704WOKT02020,KT,WO,6,12,2,7,10,12,0,5
20200704,69539,66859,60523,77532,78513,71564,50506,68525,79608,68518,76249,50854,61743,75847,67872,77463,68868,65869,64890,76869,HOME,20200704SKLT02020,LT,SK,10,14,1,7,4,10,1,2
20200704,50449,61101,79402,62415,62404,75566,64266,66838,64469,64793,50458,61186,75808,76290,50165,61102,79192,79109,66108,69100,HOME,20200704LGSS02020,SS,LG,7,13,0,5,6,8,0,6
20200704,69940,77637,62934,63963,62947,76232,50923,74465,62925,66917,73306,78603,69652,72443,78629,62265,65653,73209,78643,64646,HOME,20200704HTNC02020,NC,HT,9,14,0,0,2,8,0,5
20200704,50234,65764,79215,69209,75334,78224,76267,79240,77248,62244,79231,74163,68743,74729,71752,78288,78756,61208,76753,63700,AWAY,20200704HHOB02020,OB,HH,2,10,0,5,6,10,1,3
20200705,79229,69748,79240,69209,79215,75334,78224,76267,74206,62244,79290,74163,68743,74729,71752,64704,78756,61208,78288,50707,HOME,20200705HHOB02020,OB,HH,7,14,0,3,4,10,0,1
20200705,50912,50636,76849,63963,62947,50923,76232,74465,62925,62931,64984,78603,69652,72443,78629,62265,65653,73209,63722,64646,HOME,20200705HTNC02020,NC,HT,7,8,0,4,6,8,1,4
20200705,68419,78148,79402,62415,69453,75566,64266,66838,64469,74540,50458,61186,76290,79192,50165,61102,79109,79150,66108,69100,AWAY,20200705LGSS02020,SS,LG,3,11,2,1,7,7,0,10
20200705,64021,60841,60523,77532,78513,71564,62558,68525,79608,50506,76249,50854,61743,75847,67872,75151,68868,65869,63450,76802,AWAY,20200705SKLT02020,LT,SK,3,7,0,3,6,10,1,3
20200705,65048,67603,64868,76313,67025,68050,78548,73113,64166,64906,64007,78168,64300,67341,75125,65399,67304,79456,62356,64657,HOME,20200705WOKT02020,KT,WO,10,14,1,2,5,13,0,5
20200707,62754,65516,64560,69652,72443,78629,62265,73209,63722,64646,66614,64868,76313,67025,68050,74339,64166,73113,78548,64006,AWAY,20200707KTHT02020,HT,KT,2,5,2,5,8,9,1,7
20200707,66291,76455,79240,69209,79215,78224,75334,76267,74206,62244,79231,61186,76290,79192,50165,66113,79109,61102,65109,79150,HOME,20200707LGOB02020,OB,LG,9,14,0,3,6,12,1,3
