code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv,filter
65742,2018,03-24,W 6:3,1,6.2,3,2,27,26,9,0,1,0,1,0,0,6,106,1.5,0.346,0.37,0.793,2.7,0.84,0.35,0.07,51,W,7+,
65742,2018,03-30,W 10:8,1,6.1,6,6,29,28,9,0,1,2,0,0,1,7,101,1.46,0.333,0.345,0.952,5.54,0.76,-1.84,-0.123,38,,6,
65742,2018,04-05,W 4:3,1,7.0,2,2,27,25,5,1,0,1,1,0,0,5,96,1.25,0.291,0.231,0.591,4.5,0.93,1.89,0.148,63,,6,
65742,2018,04-11,L 0:12,1,4.1,5,5,24,19,8,1,0,0,2,0,1,4,84,1.44,0.316,0.458,0.932,5.55,0.89,-3.88,-0.214,29,L,6,
65742,2018,04-17,L 2:3,1,7.0,2,2,26,24,5,1,0,0,1,0,0,4,111,1.31,0.295,0.24,0.49,4.88,1.14,1.89,0.16,62,,6,
65742,2018,04-22,W 10:1,1,9.0,1,1,30,30,5,1,0,0,0,0,0,8,100,1.14,0.27,0.167,0.367,4.02,0.49,4.0,0.116,81,W CG,5,
65742,2018,04-28,L 4:6,1,7.0,3,0,29,28,7,0,0,0,1,0,0,6,106,1.14,0.267,0.276,0.526,3.42,1.25,0.89,0.11,62,,6,
65742,2018,05-04,W 11:1,1,7.0,0,0,28,26,7,0,0,0,2,0,0,10,109,1.16,0.267,0.321,0.591,2.98,0.55,3.89,0.178,71,W,6,
65742,2018,05-10,L 1:3,1,6.0,3,2,28,25,9,1,1,0,2,0,1,5,115,1.23,0.277,0.429,0.909,2.98,1.11,0.33,-0.072,47,L,6,
65742,2018,05-17,W 8:2,1,7.0,2,2,27,25,4,0,0,1,2,0,0,7,108,1.19,0.266,0.222,0.502,2.94,1.13,1.89,0.209,66,W,7,
65742,2018,05-23,L 2:13,1,6.0,5,5,27,24,9,1,0,2,2,0,1,2,102,1.24,0.275,0.444,1.111,3.31,0.49,-1.67,-0.237,34,L,6,
65742,2018,05-29,W 12:8,1,7.0,5,5,30,29,8,0,0,1,1,0,0,1,101,1.24,0.275,0.3,0.679,3.59,0.7000000000000001,-1.12,-0.106,41,W,6,
65742,2018,06-03,L 0:8,1,2.2,3,3,13,11,4,1,1,0,1,0,1,0,46,1.27,0.278,0.462,1.098,3.8,0.87,-1.45,-0.167,37,L,5,
68748,2018,03-24,L 3:6,1,4.0,6,5,25,21,8,2,0,1,4,0,0,8,110,3.0,0.381,0.48,1.099,11.25,1.29,-3.41,-0.376,28,L,7+,
68748,2018,03-30,L 4:8,1,4.2,8,7,23,19,5,0,0,2,4,0,0,8,113,2.42,0.325,0.391,0.97,12.46,1.11,-6.34,-0.48,28,L,6,
68748,2018,04-07,L 2:10,1,5.0,2,2,21,15,2,0,0,0,6,0,0,7,120,2.12,0.273,0.381,0.514,9.22,1.16,0.78,0.014,56,L,7+,
68748,2018,04-12,W 15:4,1,6.0,1,1,22,21,3,0,0,1,1,0,0,8,100,1.6800000000000002,0.237,0.182,0.468,6.86,0.6000000000000001,2.33,0.078,69,W,5,
68748,2018,04-18,L 4:5,1,6.0,3,1,28,23,4,2,0,0,5,0,0,10,96,1.64,0.222,0.321,0.582,5.61,1.34,0.93,0.006,61,,6,
68748,2018,04-25,W 3:2,1,7.0,1,1,26,26,4,2,0,0,0,0,0,5,91,1.41,0.208,0.154,0.385,4.68,0.98,2.89,0.34,70,,7,
68748,2018,05-01,W 6:5,1,6.0,3,3,24,24,6,1,0,1,0,0,0,6,103,1.34,0.215,0.25,0.667,4.66,0.73,0.33,0.085,54,W,6,
68748,2018,05-08,W 10:9,1,4.2,7,7,25,23,10,1,0,1,1,0,0,7,105,1.45,0.244,0.44,1.049,5.61,1.32,-4.48,-0.5680000000000001,22,,7,
68748,2018,05-13,W 4:0,1,7.1,0,0,26,26,4,2,0,0,0,0,0,10,110,1.32,0.232,0.154,0.385,4.8,0.63,3.87,0.262,80,W,5,
68748,2018,05-19,W 2:1,1,6.0,1,1,24,20,4,1,0,0,4,0,0,3,102,1.32,0.229,0.333,0.583,4.45,1.27,2.33,0.247,59,W,6,
68748,2018,05-25,L 1:5,1,6.1,3,3,25,24,6,0,0,1,1,0,0,9,122,1.3,0.231,0.28,0.655,4.43,1.31,0.31,-0.078,57,L,6,
68748,2018,05-31,L 4:5,1,7.0,5,4,30,28,7,1,0,1,2,0,0,10,115,1.3,0.233,0.3,0.6930000000000001,4.5,0.8,-1.12,-0.151,53,L,6,
68748,2018,06-06,W 5:1,1,7.0,0,0,27,24,3,0,0,0,3,0,0,5,103,1.26,0.224,0.222,0.347,4.09,0.95,3.89,0.381,73,W,6,
68748,2018,06-12,W 6:2,1,5.0,2,2,21,20,5,2,0,0,1,0,0,8,114,1.26,0.226,0.286,0.636,4.06,1.07,0.58,0.0,56,,6,
68748,2018,06-17,W 11:6,1,5.2,4,4,27,23,7,3,0,0,4,0,0,5,111,1.3,0.231,0.407,0.842,4.21,1.18,-0.79,-0.073,40,W,5,
68748,2018,06-23,W 8:1,1,6.0,1,1,24,21,4,0,0,0,3,0,0,7,113,1.29,0.229,0.292,0.482,4.04,1.4,2.33,0.268,64,W,6,
68748,2018,06-29,W 5:2,1,6.0,2,2,23,21,3,0,0,1,2,0,0,7,93,1.26,0.224,0.217,0.503,3.97,0.86,1.33,0.065,63,W,6,
68748,2018,07-05,W 8:2,1,7.0,2,2,26,23,3,0,0,0,3,0,0,9,118,1.24,0.219,0.231,0.361,3.88,1.02,1.89,0.212,69,W,6,
68748,2018,07-11,L 8:22,1,3.1,9,7,21,17,6,2,0,3,4,0,0,3,90,1.29,0.224,0.476,1.476,4.34,0.74,-7.08,-0.356,15,L,6,
68748,2018,07-17,W 8:1,1,5.0,1,1,24,20,6,0,0,1,4,0,0,4,119,1.32,0.228,0.417,0.867,4.23,1.17,1.78,0.227,51,W,6,
68748,2018,07-26,W 6:3,1,7.0,3,3,27,25,5,0,0,1,1,0,1,9,104,1.3,0.226,0.259,0.579,4.2,0.89,0.89,0.02,63,W,7+,
68748,2018,08-01,W 4:3,1,6.0,2,2,24,19,3,2,0,0,4,0,0,10,117,1.29,0.224,0.292,0.555,4.15,1.13,1.33,0.11,64,W,6,
68748,2018,08-07,L 4:6,1,5.0,5,5,26,20,7,1,0,1,4,0,2,3,100,1.32,0.229,0.5,1.05,4.33,1.56,-2.23,-0.316,32,L,6,
68748,2018,08-12,W 5:4,1,6.0,2,2,23,22,4,0,0,1,1,0,0,11,98,1.3,0.227,0.217,0.536,4.27,0.84,1.33,0.157,66,,5,
68748,2018,09-04,W 6:4,1,6.0,2,2,25,22,4,0,0,0,2,0,1,11,108,1.29,0.225,0.28,0.462,4.22,1.18,1.33,0.087,65,W,7+,
68748,2018,09-09,L 5:8,1,3.2,6,6,22,16,7,2,0,0,3,0,1,4,96,1.33,0.231,0.524,1.086,4.48,1.19,-4.25,-0.424,24,L,5,
68748,2018,09-26,W 8:4,1,3.2,2,2,18,14,4,0,1,0,4,0,0,2,87,1.35,0.232,0.444,0.873,4.49,1.15,0.75,0.05,43,,7+,
68748,2018,10-03,W 7:6,1,5.0,5,5,23,20,5,1,0,0,3,0,0,5,92,1.35,0.233,0.348,0.648,4.63,1.44,-2.23,-0.363,39,,7,
68748,2018,10-09,W 10:6,1,2.0,1,1,13,10,4,1,0,0,3,0,0,0,60,1.38,0.236,0.539,1.039,4.63,1.25,0.11,-0.001,41,,6,
68748,2018,10-13,W 10:8,0,2.1,2,2,10,8,1,0,0,1,2,0,0,1,37,1.38,0.234,0.3,0.8,4.68,1.02,-1.08,-0.121,,,4,
68748,2018,10-20,L 5:7,1,4.1,4,3,22,18,4,1,0,1,4,0,0,7,96,1.85,0.222,0.364,0.808,6.23,1.06,-0.8,-0.168,44,,7,
66643,2018,03-24,L 4:5,1,5.1,4,4,25,24,9,1,0,2,1,0,0,6,110,1.88,0.375,0.4,1.067,6.75,1.1,-1.64,-0.288,39,,7+,
66643,2018,03-30,W 4:3,1,6.0,2,2,26,24,6,3,0,0,2,0,0,4,112,1.59,0.313,0.308,0.683,4.76,1.33,1.33,0.126,54,W,6,
66643,2018,04-06,W 11:5,1,7.0,3,3,30,30,10,1,0,0,0,0,0,9,103,1.53,0.321,0.333,0.7000000000000001,4.42,1.13,0.89,-0.024,54,W,7,
66643,2018,04-12,L 4:15,1,2.0,7,7,14,13,7,3,0,1,1,0,0,2,58,1.77,0.352,0.5710000000000001,1.5710000000000002,7.08,0.81,-5.89,-0.416,15,L,6,
66643,2018,04-18,W 4:3,1,6.0,3,0,29,26,9,1,0,0,2,0,0,1,97,1.78,0.35,0.393,0.778,5.47,1.7000000000000002,0.33,-0.013,47,,6,
66643,2018,04-25,L 2:3,1,7.0,2,2,27,26,4,0,0,1,1,0,0,4,108,1.56,0.315,0.185,0.454,4.86,0.8200000000000001,1.89,0.092,64,,7,
66643,2018,05-01,L 0:4,1,6.0,2,2,27,25,9,3,0,0,1,0,0,4,92,1.58,0.321,0.385,0.865,4.58,1.24,1.33,0.041,49,L,6,
66643,2018,05-06,W 11:3,1,7.0,3,3,28,27,6,2,0,2,1,0,0,9,98,1.49,0.308,0.25,0.769,4.47,0.54,0.89,0.056,61,W,5,
66643,2018,05-13,W 8:7,1,3.0,7,6,21,18,9,2,0,0,1,0,1,2,87,1.6,0.324,0.524,1.135,5.29,1.06,-5.34,-0.5710000000000001,16,,7,
66643,2018,05-19,W 2:1,1,9.0,1,1,28,28,4,1,0,1,0,0,0,1,95,1.42,0.303,0.143,0.429,4.63,1.23,4.0,0.626,76,W CG,6,
66643,2018,05-25,W 14:2,1,6.2,2,2,28,27,10,0,0,1,0,0,0,7,114,1.43,0.31,0.357,0.839,4.43,0.52,1.63,0.121,53,W,6,
66643,2018,05-31,W 5:0,1,7.0,0,0,26,24,3,0,0,0,1,0,1,7,95,1.35,0.295,0.192,0.317,4.0,0.77,3.89,0.316,77,W,6,
66643,2018,06-06,W 5:2,1,8.0,2,2,28,24,6,0,0,2,4,0,0,4,99,1.34,0.291,0.357,0.857,3.83,1.18,2.44,0.173,62,W,6,
66643,2018,06-17,L 6:9,1,2.0,6,5,13,12,7,2,0,1,0,0,0,2,43,1.39,0.302,0.539,1.539,4.28,0.8200000000000001,-4.89,-0.345,22,L,7+,
66643,2018,06-22,W 8:5,1,7.0,4,4,30,28,7,1,0,2,1,0,1,6,109,1.37,0.298,0.3,0.8,4.35,0.66,-0.12,0.109,52,W,5,
66643,2018,06-29,W 7:4,1,7.0,4,4,31,29,9,0,0,0,2,0,0,4,108,1.39,0.299,0.355,0.665,4.41,0.65,-0.31,-0.135,45,,7,
66643,2018,07-05,L 2:8,1,6.2,5,5,29,26,9,0,0,0,1,0,0,4,111,1.39,0.302,0.37,0.717,4.5600000000000005,1.01,-1.65,-0.24,39,L,6,
66643,2018,07-11,L 1:5,1,6.2,4,1,29,25,7,1,0,0,2,1,0,12,107,1.39,0.3,0.321,0.641,4.36,1.11,-0.75,-0.022,60,L,6,
66643,2018,07-18,L 1:7,1,5.0,6,6,26,25,10,1,0,2,0,0,0,1,93,1.42,0.306,0.4,1.08,4.64,0.8300000000000001,-3.23,-0.321,24,L,7,
66643,2018,07-24,L 0:5,1,4.0,5,2,23,21,8,0,0,2,2,0,0,6,102,1.45,0.309,0.435,1.101,4.64,0.72,-2.78,-0.251,36,L,6,
66643,2018,08-07,L 1:9,1,6.0,3,3,27,27,11,4,0,1,0,0,0,7,104,1.47,0.314,0.407,1.074,4.63,1.12,0.33,-0.1,45,L,7+,
66643,2018,08-12,W 21:8,1,6.0,3,3,23,22,4,0,0,1,1,0,0,3,79,1.44,0.309,0.217,0.536,4.63,0.04,0.33,0.012,54,W,5,
66643,2018,09-04,W 10:5,1,6.0,3,3,27,25,7,2,0,0,2,1,0,4,105,1.44,0.308,0.333,0.6930000000000001,4.62,0.8200000000000001,0.33,-0.079,48,,7+,
66643,2018,09-09,L 5:6,1,5.0,6,6,25,23,8,0,0,1,2,0,0,6,112,1.46,0.309,0.4,0.878,4.84,0.97,-3.23,-0.362,31,L,5,
66643,2018,09-16,W 7:6,1,6.0,3,2,26,24,7,1,0,2,2,0,0,4,100,1.47,0.308,0.346,0.93,4.76,1.21,0.33,-0.002,50,,7,
66643,2018,09-22,W 11:5,1,6.0,3,3,21,20,4,0,0,1,1,0,0,3,102,1.44,0.305,0.238,0.588,4.75,0.36,0.33,0.094,54,W,6,
66643,2018,09-28,W 6:2,1,6.0,2,2,26,24,7,0,0,0,1,0,0,6,110,1.44,0.304,0.308,0.599,4.69,1.18,1.33,0.128,55,,6,
66643,2018,10-06,W 8:4,1,7.0,3,2,30,26,6,0,0,1,3,0,1,5,112,1.43,0.302,0.333,0.68,4.6,1.2,0.89,0.003,57,W,7+,
66643,2018,10-11,L 0:4,1,7.2,4,4,30,28,6,2,0,1,1,0,0,4,106,1.41,0.298,0.241,0.634,4.6,0.97,0.32,0.035,54,L,5,
65331,2018,03-24,W 5:4,1,5.0,2,2,25,22,8,1,0,0,1,0,1,5,100,1.8,0.364,0.417,0.8260000000000001,3.6,1.2,0.78,0.021,47,,7+,
65331,2018,03-30,L 2:6,1,5.0,3,3,25,20,6,1,0,1,4,0,0,6,91,1.9,0.333,0.417,0.917,4.5,1.11,-0.23,-0.115,45,L,6,
65331,2018,04-07,W 10:2,1,7.0,2,2,26,25,5,2,0,0,1,0,0,7,94,1.47,0.284,0.231,0.511,3.71,1.02,1.89,0.249,65,W,7+,
65331,2018,04-13,L 1:3,1,8.0,3,3,30,27,3,0,0,1,1,0,1,6,102,1.16,0.234,0.172,0.395,3.6,1.01,1.44,-0.077,69,L CG,6,
65331,2018,04-19,L 5:6,1,7.0,4,3,28,27,4,0,0,2,1,0,0,9,104,1.06,0.215,0.179,0.549,3.66,0.75,-0.12,-0.086,63,,6,
65331,2018,04-25,L 4:5,1,6.0,4,4,30,27,10,1,0,1,1,0,1,4,110,1.18,0.243,0.414,0.932,4.03,1.45,-0.67,-0.224,39,,6,
65331,2018,05-01,L 2:4,1,4.0,4,4,23,21,9,2,0,2,1,0,1,5,88,1.31,0.266,0.478,1.288,4.5,1.02,-1.78,-0.249,32,L,6,
65331,2018,05-31,L 0:6,1,6.0,4,3,25,24,8,1,0,0,0,0,0,4,81,1.31,0.275,0.32,0.6950000000000001,4.5,0.78,-0.67,-0.109,46,L,7+,
65331,2018,06-06,L 2:5,1,6.2,2,1,26,23,5,0,0,1,2,0,0,6,101,1.28,0.269,0.28,0.628,4.12,1.26,2.5,0.259,62,,6,
65331,2018,06-12,L 2:3,1,7.0,2,2,25,23,5,1,0,1,2,0,0,3,101,1.25,0.264,0.28,0.671,3.94,0.9,1.89,0.177,60,,6,
65331,2018,06-17,W 5:4,1,7.0,3,3,27,25,6,0,0,2,2,0,0,8,123,1.24,0.261,0.296,0.776,3.93,1.09,0.89,-0.058,59,,5,
65331,2018,06-23,L 4:7,1,6.0,6,5,29,23,5,0,0,2,5,0,0,5,119,1.27,0.258,0.357,0.835,4.22,0.77,-2.67,-0.298,40,L,6,
65331,2018,07-04,W 6:5,1,6.0,5,5,29,27,10,1,0,0,2,0,0,4,102,1.33,0.268,0.414,0.8210000000000001,4.46,1.43,-1.67,-0.09,34,W,7+,
65331,2018,07-10,W 9:1,1,7.0,1,1,26,24,5,0,0,1,2,0,0,6,105,1.3,0.263,0.269,0.603,4.21,0.56,2.89,0.092,67,W,6,
65331,2018,07-17,L 1:8,1,5.0,6,6,24,22,8,2,0,2,2,0,0,5,89,1.34,0.269,0.417,1.144,4.5600000000000005,0.77,-3.23,-0.227,30,L,7,
65331,2018,07-22,W 6:5,1,6.0,4,3,28,24,9,1,0,0,3,0,0,5,118,1.38,0.276,0.429,0.845,4.5600000000000005,0.84,-0.67,-0.094,42,W,5,
65331,2018,07-28,W 11:10,1,5.0,7,7,28,26,13,2,0,1,2,0,0,5,101,1.46,0.29,0.536,1.228,4.95,1.17,-4.23,-0.379,16,,6,
65331,2018,08-04,L 1:3,1,7.0,1,1,25,24,5,0,0,1,1,0,0,7,99,1.42,0.286,0.24,0.5730000000000001,4.72,0.86,2.89,0.236,69,,7,
65331,2018,08-10,W 7:1,1,8.0,1,1,32,32,8,1,0,0,0,0,0,5,108,1.39,0.283,0.25,0.531,4.47,0.64,3.44,0.31,67,W,6,
65331,2018,08-16,W 5:3,1,7.0,3,3,29,28,8,1,0,1,1,0,0,7,121,1.38,0.283,0.31,0.739,4.44,1.07,-0.98,-0.263,55,W,6,
65331,2018,09-04,W 4:3,1,6.2,2,2,26,26,5,2,0,1,0,0,0,4,110,1.35,0.279,0.192,0.577,4.35,1.04,1.57,0.179,60,,7+,
65331,2018,09-09,L 4:6,1,6.0,4,2,27,24,5,1,0,0,2,0,0,5,105,1.34,0.276,0.269,0.519,4.29,0.85,-0.67,-0.129,53,,5,
65331,2018,09-15,L 5:7,1,5.0,7,3,29,26,11,1,1,1,1,0,1,4,111,1.38,0.282,0.448,1.102,4.33,0.98,-4.23,-0.377,28,L,6,
65331,2018,09-22,W 6:1,1,7.0,1,0,26,24,5,1,0,0,0,0,1,6,104,1.35,0.279,0.24,0.49,4.13,0.97,2.89,0.24,71,W,7,
65331,2018,09-28,D 5:5,1,6.0,3,3,27,25,8,1,0,1,1,0,0,3,109,1.36,0.281,0.346,0.8260000000000001,4.14,1.38,0.33,-0.042,46,,6,
65331,2018,10-03,W 4:3,0,3.0,0,0,11,11,2,0,0,0,0,0,0,4,44,1.34,0.279,0.182,0.364,4.07,0.8200000000000001,1.67,0.143,,W,5,
65331,2018,10-09,L 6:10,1,4.0,6,6,21,20,10,4,0,2,0,0,0,3,83,1.37,0.286,0.5,1.5,4.3,0.73,-3.78,-0.373,21,L,6,
68948,2018,03-24,W 4:2,1,7.0,1,1,25,23,6,0,0,0,1,0,0,6,89,1.0,0.261,0.28,0.541,1.29,1.29,2.89,0.343,66,W,7+,
68948,2018,03-30,W 7:5,1,6.0,2,2,22,21,3,1,0,0,1,0,0,7,95,0.85,0.205,0.182,0.372,2.08,0.79,1.33,0.176,64,W,6,
68948,2018,04-05,L 1:4,1,8.0,1,1,31,30,10,2,0,0,0,0,0,4,113,1.0,0.257,0.333,0.733,1.71,1.59,3.44,0.301,62,,6,
68948,2018,04-11,L 4:12,1,5.0,5,3,27,24,10,3,0,1,3,0,0,2,117,1.31,0.296,0.482,1.148,2.42,1.53,-2.23,-0.367,30,L,6,
68948,2018,04-17,W 3:2,1,6.0,2,2,28,25,7,1,0,0,3,1,0,3,96,1.38,0.293,0.357,0.677,2.53,1.42,1.33,0.072,50,,6,
68948,2018,04-22,L 4:5,1,6.1,3,2,27,24,7,0,0,1,3,0,0,2,100,1.41,0.293,0.37,0.787,2.58,1.26,0.31,-0.079,48,,5,
68948,2018,04-28,W 5:1,1,6.2,1,1,27,26,7,0,0,0,0,0,1,4,107,1.36,0.289,0.296,0.5660000000000001,2.4,1.02,2.77,0.364,60,W,6,
68948,2018,05-18,W 6:1,1,5.0,0,0,20,19,3,0,0,0,1,0,0,4,79,1.3,0.276,0.2,0.358,2.16,0.8200000000000001,2.78,0.191,64,W,7+,
68948,2018,05-24,L 0:4,1,6.0,4,4,25,23,6,1,0,0,2,0,0,5,87,1.3,0.274,0.32,0.624,2.5700000000000003,0.81,-0.67,-0.189,47,L,6,
68948,2018,05-30,L 4:10,1,3.0,8,3,19,18,8,2,0,0,1,0,0,2,63,1.39,0.288,0.474,1.029,2.9,0.84,-6.34,-0.548,22,L,6,
68948,2018,06-05,L 6:12,1,5.0,7,7,22,19,6,0,0,2,3,1,0,2,78,1.42,0.29,0.409,1.041,3.66,0.72,-4.23,-0.275,26,L,6,
68948,2018,06-10,L 3:6,1,7.0,2,2,25,23,4,1,0,1,1,0,0,5,106,1.35,0.28,0.208,0.556,3.55,0.56,1.89,0.038,65,,5,
68948,2018,06-16,W 5:1,1,7.0,1,1,26,23,3,1,0,0,2,0,0,7,111,1.29,0.268,0.2,0.374,3.35,1.19,2.89,0.325,72,W,6,
68948,2018,06-23,L 1:8,1,6.1,6,6,29,25,8,0,0,1,4,0,0,3,117,1.34,0.272,0.414,0.854,3.74,1.0,-1.36,-0.157,32,L,7,
68948,2018,06-29,L 3:7,1,5.0,5,4,26,23,9,2,1,0,1,0,1,3,91,1.38,0.28,0.423,0.988,3.93,0.96,-2.23,-0.298,33,L,6,
68948,2018,07-11,W 5:1,1,6.0,0,0,22,19,2,1,0,0,3,0,0,5,97,1.34,0.271,0.227,0.385,3.68,1.12,3.33,0.355,70,W,7+,
68948,2018,07-19,L 0:3,1,5.2,3,3,24,22,7,2,0,1,2,0,0,7,112,1.36,0.274,0.375,0.921,3.74,0.87,0.21,-0.058,48,L,7+,
68948,2018,07-25,W 9:6,1,3.2,5,5,23,19,8,1,0,2,4,0,0,6,105,1.42,0.281,0.522,1.311,4.04,0.77,-3.25,-0.193,27,,6,
68948,2018,09-06,L 3:6,1,5.0,4,2,24,24,9,0,0,0,0,0,0,3,67,1.44,0.286,0.375,0.75,4.02,1.13,-1.23,-0.186,40,L,7+,
68948,2018,09-12,W 5:4,1,7.0,1,1,27,26,6,0,0,0,1,0,0,4,105,1.41,0.283,0.259,0.49,3.86,1.02,2.89,0.305,64,,6,
68948,2018,09-18,W 10:3,1,6.0,3,3,26,24,10,2,0,0,1,0,0,2,78,1.43,0.29,0.44,0.94,3.89,0.84,0.33,0.093,41,W,6,
68948,2018,09-23,W 4:3,1,6.0,2,1,30,29,11,2,0,0,0,0,0,6,102,1.45,0.295,0.379,0.8280000000000001,3.78,1.23,1.33,0.053,50,,5,
68948,2018,09-29,L 5:6,1,6.0,5,2,25,25,6,0,0,3,0,0,0,8,107,1.43,0.292,0.24,0.84,3.74,1.09,-1.67,-0.188,54,,6,
68948,2018,10-07,L 2:8,1,4.0,7,6,20,18,8,2,0,2,1,0,0,4,99,1.46,0.297,0.45,1.339,4.02,0.62,-3.8,-0.306,23,L,7+,
68948,2018,10-12,L 2:13,1,3.0,5,5,15,13,5,1,0,2,2,0,0,4,52,1.48,0.299,0.467,1.39,4.26,1.0,-2.73,-0.294,31,L,5,
68135,2018,03-24,L 2:4,1,6.0,2,2,25,21,5,1,0,0,3,0,0,7,103,1.33,0.238,0.32,0.606,3.0,1.06,1.33,0.052,58,L,7+,
68135,2018,03-30,L 3:4,1,6.0,3,3,27,25,8,4,0,0,2,0,0,9,106,1.5,0.283,0.37,0.85,3.75,0.93,0.33,-0.07,51,L,6,
68135,2018,04-06,W 14:6,1,6.0,3,3,23,22,7,0,0,1,0,0,0,8,100,1.39,0.294,0.304,0.759,4.0,0.37,0.33,0.045,54,W,7,
68135,2018,04-12,W 5:4,1,7.0,0,0,25,23,3,0,0,0,0,0,1,9,100,1.12,0.253,0.167,0.297,2.88,1.34,3.89,0.463,80,,6,
68135,2018,04-18,L 3:4,1,6.0,3,3,27,23,6,1,0,0,2,0,1,3,99,1.16,0.254,0.346,0.651,3.19,1.11,0.33,-0.013,49,,6,
68135,2018,04-29,L 7:8,1,5.0,2,2,24,24,10,1,0,0,0,0,0,7,90,1.28,0.283,0.417,0.875,3.25,0.88,0.78,0.138,46,,7+,
68135,2018,05-05,L 0:3,1,6.0,3,3,26,25,9,1,0,1,1,0,0,4,115,1.33,0.294,0.385,0.905,3.43,0.6900000000000001,0.33,-0.08,45,L,6,
68135,2018,05-11,W 14:9,1,5.0,6,5,27,27,12,0,0,1,0,0,0,5,88,1.45,0.316,0.444,1.0,4.02,1.13,-3.23,-0.4,26,,6,
68135,2018,05-17,W 8:5,1,8.0,2,2,29,26,3,0,0,1,3,0,0,8,106,1.35,0.292,0.207,0.438,3.76,1.53,2.44,0.318,73,W,6,
68135,2018,05-23,W 12:2,1,6.0,2,2,23,21,4,0,1,0,2,0,0,3,86,1.31,0.283,0.261,0.547,3.69,0.49,1.33,-0.049,57,W,6,
68135,2018,05-29,W 5:3,1,6.0,3,3,25,24,7,0,1,0,0,0,0,5,97,1.3,0.284,0.292,0.667,3.76,0.8,0.33,-0.049,51,,6,
68135,2018,06-03,W 8:0,1,9.0,0,0,31,30,3,0,0,0,1,0,0,10,101,1.2,0.265,0.129,0.229,3.32,0.76,5.0,0.386,90,W SHO,5,
68135,2018,06-09,W 6:0,1,7.0,0,0,25,23,4,1,0,0,2,0,0,3,93,1.17,0.258,0.24,0.457,3.04,1.3,3.89,0.443,70,W,6,
68135,2018,06-15,W 4:3,1,8.0,1,1,29,29,6,1,0,0,0,0,0,6,110,1.13,0.254,0.207,0.448,2.87,1.29,3.44,0.411,72,,6,
68135,2018,06-21,L 6:9,1,7.0,4,4,29,28,10,2,0,1,0,0,0,5,99,1.15,0.261,0.345,0.881,3.03,1.26,-0.12,0.046,46,,6,
68135,2018,06-27,W 7:2,1,5.2,2,2,24,21,5,2,0,0,1,0,2,11,116,1.15,0.26,0.333,0.667,3.04,0.9,0.99,0.246,61,W,6,
68135,2018,07-03,L 6:13,1,6.0,3,3,25,25,7,1,0,1,0,0,0,3,103,1.15,0.261,0.28,0.72,3.12,0.98,0.33,0.001,49,,6,
68135,2018,07-08,W 8:1,1,7.0,1,1,28,24,5,0,0,0,3,0,1,3,100,1.15,0.259,0.321,0.53,3.01,1.03,2.89,0.179,63,W,5,
68135,2018,07-17,W 9:3,1,6.0,2,2,27,22,7,1,0,0,4,0,1,2,96,1.18,0.261,0.444,0.808,3.01,1.34,1.33,0.144,48,W,7+,
68135,2018,07-22,L 1:6,1,7.0,2,0,27,27,4,0,1,0,0,0,0,9,110,1.15,0.255,0.148,0.37,2.85,1.76,1.89,0.033,74,L,5,
68135,2018,07-28,L 10:11,1,5.2,7,6,25,22,8,1,0,4,1,0,0,6,109,1.17,0.26,0.391,1.346,3.13,0.8200000000000001,-3.79,-0.286,32,,6,
68135,2018,09-06,W 6:3,1,6.0,1,1,24,22,5,1,0,0,2,0,0,4,93,1.17,0.258,0.292,0.5640000000000001,3.06,1.21,2.33,0.228,60,W,7+,
68135,2018,09-12,W 5:4,1,8.0,4,3,31,30,5,0,0,1,1,0,0,6,102,1.15,0.254,0.194,0.46,3.07,0.77,0.44,-0.11,63,,6,
68135,2018,09-18,L 1:4,1,6.0,1,1,23,21,5,3,0,0,1,0,0,5,105,1.14,0.253,0.273,0.654,3.01,1.07,2.33,0.191,62,,6,
68135,2018,09-23,W 5:4,1,7.2,4,4,31,27,5,1,0,0,4,1,0,2,102,1.14,0.25,0.29,0.513,3.09,1.49,2.63,0.237,51,,5,
68135,2018,09-28,L 2:6,1,7.0,2,2,29,27,5,1,0,0,2,0,0,6,103,1.14,0.247,0.241,0.464,3.07,1.1,1.89,0.215,63,,5,
65856,2018,03-24,W 6:5,1,5.0,4,3,24,21,6,2,0,0,3,0,0,10,102,1.8,0.286,0.375,0.756,5.4,1.2,-1.23,-0.158,48,,7+,
65856,2018,04-14,W 7:0,1,6.0,0,0,20,20,2,0,0,0,0,0,0,8,74,1.0,0.195,0.1,0.2,2.45,0.89,3.33,0.319,76,W,7+,
65856,2018,04-20,L 5:10,1,2.2,6,6,17,13,5,2,0,0,3,0,1,3,82,1.39,0.241,0.529,1.068,5.93,1.3,-4.68,-0.451,24,L,6,
65856,2018,04-26,W 5:4,1,7.0,0,0,26,25,5,0,0,0,1,0,0,7,98,1.21,0.228,0.231,0.431,3.92,0.8300000000000001,3.89,0.304,73,W,6,
65856,2018,05-02,W 7:4,1,5.0,4,4,26,23,8,2,1,1,3,0,0,7,95,1.4,0.255,0.423,1.075,4.5600000000000005,1.17,-1.23,-0.1,39,W,6,
