idx,code,year,date,result,startup,ip,run,er,bf,ab,hit,second,third,homerun,bb,ibb,hbp,k,pit,whip,avg,obp,ops,era,avli,re24,wpa,gsc,decision,itv
002221,63938,2018,07-17,L 3:9,1,5.2,5,5,27,25,10,2,0,2,1,0,0,3,104,1.8,0.356,0.41,1.13,7.2,0.97,-1.92,-0.264,31,L,7+
002222,63938,2018,07-22,W 6:3,1,6.1,3,3,29,25,7,1,0,0,3,0,1,1,100,1.73,0.333,0.38,0.7,6.33,1.27,0.31,-0.067,45,W,5
002223,63938,2018,07-28,L 7:11,1,6.1,4,4,28,25,7,2,0,1,3,0,0,6,96,1.7,0.321,0.36,0.84,6.18,1.11,-0.41,-0.174,46,-,6
002224,63938,2018,08-04,W 3:1,1,7.0,1,1,26,23,3,1,0,0,2,0,0,8,112,1.5,0.288,0.2,0.37,5.19,1.48,2.89,0.236,73,-,7
002225,63938,2018,08-10,W 9:4,1,6.0,3,2,28,25,7,2,0,1,2,0,1,3,103,1.5,0.287,0.36,0.84,4.87,1.37,0.33,0.001,49,W,6
002226,63938,2018,08-15,W 3:2,1,8.0,2,2,28,27,5,1,0,1,1,0,0,6,94,1.38,0.272,0.21,0.55,4.44,1.2,2.44,0.384,69,W,5
002227,63938,2018,09-04,W 7:3,1,5.0,2,2,24,21,7,0,0,1,2,0,1,3,105,1.42,0.278,0.42,0.89,4.36,1.02,0.78,0.149,46,W,7+
002228,63938,2018,09-09,W 6:4,1,8.0,4,4,29,29,6,1,0,2,0,0,0,2,106,1.33,0.269,0.21,0.66,4.38,0.95,0.44,0.033,56,W,5
002229,63938,2018,09-15,W 6:5,1,6.0,5,4,29,23,6,0,0,3,5,0,0,8,106,1.37,0.268,0.39,1.04,4.52,1.16,-2.67,-0.266,45,-,6
002230,63938,2018,09-21,L 3:10,1,5.0,4,3,24,19,6,1,0,1,3,0,1,5,108,1.4,0.272,0.44,0.96,4.58,0.99,-1.23,-0.219,43,L,6
002231,63938,2018,09-27,L 6:8,1,6.0,5,5,27,24,8,1,0,1,2,0,0,3,101,1.42,0.277,0.37,0.87,4.81,1.26,-1.67,-0.332,37,-,6
002232,63938,2018,10-13,L 5:12,0,1.0,4,4,7,6,3,1,0,1,1,0,0,1,28,1.46,0.281,0.57,1.74,5.2,0.58,-3.45,-0.192,-,-,7+
002233,63938,2018,10-19,W 3:2,1,5.1,1,0,26,24,8,1,0,0,2,0,0,7,101,1.88,0.333,0.38,0.76,0.0,1.65,1.61,0.11,55,W,6
002234,63938,2018,10-28,L 1:5,1,5.1,4,4,24,21,6,0,0,2,2,0,0,4,98,1.5,0.286,0.35,0.92,6.75,0.95,-0.97,-0.164,42,L,7+
002235,62951,2018,05-06,L 3:11,0,3.0,4,4,14,12,6,0,0,0,2,0,0,0,57,2.67,0.5,0.57,1.07,12.0,0.12,-2.34,-0.014,-,-,7+
002236,62951,2018,05-10,L 2:6,0,2.0,1,1,10,10,4,1,0,0,0,0,0,0,29,2.4,0.455,0.4,0.9,9.0,0.44,0.11,-0.027,-,-,4
002237,62951,2018,05-13,L 0:4,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,3,2.25,0.435,0.0,0.0,8.44,0.02,0.12,0.001,-,-,3
002238,62951,2018,05-15,L 3:5,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,4,2.12,0.417,0.0,0.0,7.94,0.54,0.39,0.015,-,-,2
002239,62951,2018,05-17,L 0:7,0,1.0,1,1,5,4,2,1,0,0,1,1,0,1,12,2.25,0.429,0.6,1.35,8.1,0.16,-1.43,-0.018,-,-,2
002240,62951,2018,05-30,L 4:10,0,5.0,2,1,25,23,7,0,0,1,2,0,0,3,87,2.06,0.373,0.36,0.8,5.4,0.13,0.78,-0.002,-,-,7+
002241,62951,2018,06-03,L 7:8,0,4.1,0,0,15,14,2,1,0,0,1,1,0,3,67,1.69,0.323,0.2,0.41,3.94,0.84,3.04,0.209,-,-,4
002242,62951,2018,06-08,L 1:6,0,0.2,0,0,2,1,0,0,0,0,0,0,0,0,6,1.62,0.318,0.0,0.0,3.78,0.07,0.24,-0.002,-,-,5
002243,62951,2018,06-17,L 4:5,0,2.0,1,1,7,6,1,0,0,0,1,0,0,1,21,1.55,0.306,0.29,0.45,3.86,1.28,1.19,0.05,-,-,7+
002244,62951,2018,06-21,W 7:4,0,4.1,0,0,16,15,2,0,0,0,1,0,0,1,57,1.39,0.276,0.19,0.32,3.13,0.92,0.85,0.138,-,W,4
002245,62951,2018,06-28,L 0:9,0,5.1,5,5,24,21,6,2,0,1,3,0,0,2,82,1.45,0.278,0.38,0.9,4.13,0.2,-2.97,-0.176,-,-,7
002246,62951,2018,07-05,W 5:3,1,5.0,3,3,18,18,6,1,0,0,0,0,0,3,68,1.41,0.286,0.33,0.72,4.32,0.89,0.14,-0.045,46,-,7
002247,62951,2018,07-21,L 3:6,1,4.2,5,5,24,21,9,1,0,1,2,0,0,2,87,1.53,0.306,0.46,1.08,4.97,1.15,-2.34,-0.328,26,L,7+
002248,62951,2018,07-27,W 1:0,1,3.2,0,0,19,13,2,0,0,0,6,0,0,1,84,1.58,0.294,0.42,0.58,4.54,1.39,1.41,0.126,52,-,6
002249,62951,2018,08-10,L 8:12,1,4.2,8,4,24,21,6,2,0,2,3,0,0,3,82,1.62,0.293,0.38,1.04,4.86,1.02,-4.57,-0.401,28,-,7+
002250,62951,2018,08-15,W 13:9,0,0.2,2,2,5,4,2,1,0,0,1,0,0,0,25,1.66,0.297,0.6,1.35,5.17,0.91,-1.83,-0.078,-,-,5
002251,62951,2018,09-06,L 3:6,0,0.1,1,1,2,2,2,1,0,0,0,0,0,0,8,1.69,0.305,1.0,2.5,5.32,0.24,-0.88,-0.037,-,-,7+
002252,62951,2018,09-16,L 1:5,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,8,1.67,0.302,0.0,0.0,5.25,0.03,0.3,0.002,-,-,7+
002253,62951,2018,09-20,L 6:7,0,2.0,0,0,7,7,1,0,0,0,0,0,0,0,16,1.62,0.296,0.14,0.29,5.04,1.58,1.11,0.163,-,-,4
002254,62951,2018,09-22,L 10:13,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,5,1.61,0.294,0.0,0.0,5.01,0.13,0.25,0.004,-,-,2
002255,62951,2018,09-26,L 7:10,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,4,1.6,0.293,0.0,0.0,4.97,0.02,0.47,0.0,-,-,4
002256,62951,2018,09-27,L 4:11,0,2.1,3,3,12,10,4,0,0,0,1,0,1,1,50,1.62,0.298,0.5,0.9,5.26,0.08,-0.99,0.001,-,-,1
002257,62951,2018,09-30,L 2:8,0,1.0,0,0,3,3,0,0,0,0,0,0,0,0,9,1.59,0.294,0.0,0.0,5.17,0.01,0.56,0.0,-,-,3
002258,68908,2018,06-27,L 3:6,0,2.1,0,0,9,6,0,0,0,0,3,0,0,1,39,1.29,0.0,0.33,0.33,0.0,0.27,1.5,0.04,-,-,7+
002259,68908,2018,07-04,L 3:13,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,4,1.13,0.0,0.0,0.0,0.0,0.0,0.34,0.0,-,-,7
002260,68908,2018,07-07,L 4:6,1,2.2,2,2,15,10,3,0,1,0,4,0,0,3,59,1.88,0.176,0.47,0.97,3.38,1.5,-1.15,-0.153,43,-,3
002261,68908,2018,07-21,L 3:6,0,0.1,1,0,4,2,0,0,0,0,2,0,0,0,15,2.12,0.158,0.5,0.5,3.18,0.53,-1.75,-0.064,-,-,7+
002262,95657,2018,03-24,L 4:5,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,9,0.0,0.0,0.0,0.0,0.0,1.51,0.89,0.083,-,-,7+
002263,95657,2018,03-30,W 4:3,0,0.2,0,0,2,1,0,0,0,0,0,0,1,1,11,0.0,0.0,0.5,0.5,0.0,1.72,0.44,0.065,HLD,-,6
002264,95657,2018,04-01,L 5:6,0,1.1,0,0,4,4,0,0,0,0,0,0,0,0,22,0.0,0.0,0.0,0.0,0.0,1.78,1.02,0.181,-,-,2
002265,95657,2018,04-04,W 9:6,0,1.0,0,0,4,4,1,0,0,0,0,0,0,1,18,0.27,0.091,0.25,0.5,0.0,1.62,0.28,0.064,-,-,3
002266,95657,2018,04-07,W 5:1,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,8,0.25,0.083,0.0,0.0,0.0,0.41,0.25,0.012,-,-,3
002267,95657,2018,04-08,W 4:3,0,1.0,0,0,4,3,1,0,0,0,0,0,0,0,13,0.4,0.133,0.33,0.67,0.0,3.01,0.56,0.121,HLD,-,1
002268,95657,2018,04-10,L 3:4,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,25,0.5,0.111,0.25,0.25,0.0,1.34,0.65,0.099,-,-,2
002269,95657,2018,04-13,L 4:8,0,0.2,2,2,4,3,1,0,0,1,0,0,0,0,12,0.6,0.143,0.33,1.67,2.7,1.65,-2.76,-0.297,-,-,3
002270,95657,2018,04-17,W 5:4,0,1.0,0,0,5,3,0,0,0,0,1,0,1,2,22,0.65,0.125,0.4,0.4,2.35,3.34,0.56,0.121,HLD,-,4
002271,95657,2018,04-27,W 8:3,0,1.0,1,1,4,4,1,0,0,1,0,0,0,1,15,0.69,0.143,0.25,1.25,3.12,0.09,-0.45,0.004,-,-,7+
002272,95657,2018,05-02,W 12:6,0,1.0,0,0,3,2,0,0,0,0,1,0,0,0,10,0.72,0.133,0.33,0.33,2.79,0.64,0.56,0.028,-,-,5
002273,95657,2018,05-03,L 4:5,0,1.2,0,0,5,4,0,0,0,0,1,1,0,1,13,0.71,0.118,0.2,0.2,2.38,2.2,-0.2,0.11,BLSV,-,1
002274,95657,2018,05-04,L 5:6,0,1.0,0,0,6,4,1,1,0,0,2,0,0,0,26,0.89,0.132,0.5,1.0,2.19,2.8,0.56,0.074,HLD,-,1
002275,95657,2018,05-10,W 6:5,0,2.2,1,1,11,10,2,0,0,1,1,0,0,5,39,0.93,0.146,0.27,0.77,2.4,3.0,1.35,0.217,BLSV,-,6
002276,95657,2018,05-13,W 8:7,0,1.0,0,0,5,3,0,0,0,0,1,0,0,0,25,0.94,0.137,0.25,0.25,2.25,6.49,0.56,0.2,-,SV,3
002277,95657,2018,05-15,W 2:1,0,1.0,0,0,5,4,1,0,0,0,1,0,0,2,29,1.0,0.145,0.4,0.65,2.12,4.92,0.56,0.2,-,SV,2
002278,95657,2018,05-18,W 5:1,0,1.0,0,0,4,4,1,0,0,0,0,0,0,0,12,1.0,0.153,0.25,0.5,2.0,0.17,0.56,0.014,-,-,3
002279,95657,2018,05-20,W 8:3,0,1.0,0,0,4,4,1,1,0,0,0,0,0,1,20,1.0,0.159,0.25,0.75,1.89,0.08,0.56,0.006,-,-,2
002280,95657,2018,05-22,W 8:5,0,1.1,1,1,6,5,1,0,0,0,0,0,1,1,27,0.98,0.162,0.33,0.53,2.21,0.8,0.02,0.034,-,SV,2
002281,95657,2018,05-23,L 8:9,0,1.0,2,2,7,4,2,1,0,0,2,0,0,0,25,1.13,0.181,0.57,1.32,2.95,3.76,-2.58,-0.651,-,L,1
002282,95657,2018,06-01,L 3:5,0,0.1,1,1,3,3,2,0,0,1,0,0,0,1,15,1.2,0.2,0.67,2.33,3.32,1.88,-2.53,-0.548,BLSV,-,7+
002283,95657,2018,06-03,W 12:11,0,2.0,0,0,7,6,0,0,0,0,1,0,0,1,38,1.14,0.185,0.14,0.14,3.04,2.13,1.11,0.275,-,W,2
002284,95657,2018,06-07,W 2:1,0,1.0,1,0,4,4,0,0,0,0,0,0,0,1,24,1.09,0.176,0.0,0.0,2.92,2.71,-0.45,0.091,-,SV,4
002285,95657,2018,07-10,L 6:8,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,15,1.05,0.17,0.0,0.0,2.81,0.18,0.56,0.014,-,-,7+
002286,95657,2018,07-17,W 6:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,13,1.01,0.165,0.0,0.0,2.7,1.41,0.56,0.107,-,W,7
002287,95657,2018,07-20,W 6:4,1,4.1,2,2,18,18,5,2,0,1,0,0,0,4,74,1.03,0.183,0.28,0.83,2.9,0.81,0.2,-0.014,49,-,3
002288,95657,2018,07-26,L 3:6,1,4.0,6,6,23,20,9,4,0,0,1,0,1,4,87,1.2,0.225,0.48,1.13,4.11,1.17,-3.78,-0.461,23,L,6
002289,95657,2018,08-01,W 8:1,1,5.0,1,1,21,16,2,0,0,0,4,0,1,6,82,1.2,0.214,0.33,0.46,3.83,0.63,2.38,0.173,61,W,6
002290,95657,2018,08-09,L 4:11,1,5.0,8,8,28,24,10,1,0,2,2,0,2,6,96,1.33,0.243,0.5,1.21,5.0,1.28,-5.23,-0.657,19,L,7+
002291,95657,2018,08-15,L 4:13,1,1.2,8,8,13,12,8,2,0,3,0,0,1,1,50,1.46,0.271,0.69,2.28,6.36,0.63,-7.01,-0.496,8,L,6
002292,95657,2018,09-06,W 7:2,1,6.0,2,2,25,24,6,3,0,0,0,0,1,8,102,1.41,0.268,0.28,0.66,5.98,0.97,1.33,0.058,60,-,7+
002293,95657,2018,09-12,L 4:5,1,6.0,4,4,28,23,7,1,0,3,2,0,1,5,106,1.41,0.272,0.37,1.11,5.98,0.55,-0.67,-0.138,45,-,6
002294,95657,2018,09-18,W 18:3,1,6.0,3,3,27,25,7,2,0,1,2,0,0,6,99,1.42,0.273,0.33,0.81,5.85,0.9,0.33,0.021,50,W,6
002295,95657,2018,09-23,L 6:8,1,4.1,4,4,21,20,7,2,0,1,0,0,1,3,78,1.43,0.278,0.38,0.98,6.0,1.23,-2.2,-0.309,36,-,5
002296,95657,2018,09-29,W 4:3,1,6.0,0,0,22,21,2,0,0,0,1,0,0,6,85,1.36,0.265,0.14,0.23,5.52,1.05,3.33,0.368,73,W,6
002297,95657,2018,10-06,L 5:7,1,6.0,4,4,27,23,7,2,0,0,3,0,0,5,93,1.38,0.268,0.38,0.78,5.56,0.76,-0.67,-0.17,44,L,7
002298,95657,2018,10-12,W 6:4,1,5.1,3,2,25,23,7,2,1,1,2,0,0,6,88,1.4,0.271,0.36,0.97,5.42,1.05,0.61,0.016,48,-,6
002299,95657,2018,10-16,L 6:10,0,0.2,1,1,4,4,2,2,0,0,0,0,0,0,21,3.0,0.5,0.5,1.5,13.5,1.58,-1.76,-0.211,-,-,4
002300,67737,2018,07-21,L 3:4,1,4.2,2,2,19,17,4,0,0,0,1,0,0,3,76,1.07,0.235,0.28,0.51,3.86,1.18,1.52,0.095,50,-,7+
002301,67737,2018,09-18,L 3:10,0,4.2,4,4,18,17,5,0,0,0,1,0,0,6,67,1.18,0.265,0.33,0.63,5.79,0.47,0.34,-0.004,-,-,7+
002302,67737,2018,09-23,W 8:6,1,1.0,4,4,7,5,2,0,0,1,2,0,0,0,24,1.45,0.282,0.57,1.57,8.71,1.04,-2.84,-0.285,31,-,5
002303,67737,2018,09-25,D :,0,1.0,0,0,5,5,2,0,0,0,0,0,0,0,11,1.5,0.295,0.4,0.8,7.94,0.01,0.56,0.0,-,-,2
002304,67762,2018,07-22,L 4:5,1,5.1,1,1,19,16,2,0,0,0,3,0,0,6,85,0.94,0.125,0.26,0.39,1.69,0.8,2.76,0.234,63,-,7+
002305,67762,2018,08-04,L 5:7,0,3.1,1,1,12,12,2,0,0,1,0,0,0,5,42,0.81,0.143,0.17,0.58,2.08,0.11,0.92,0.0,-,-,7+
002306,67762,2018,08-07,L 4:6,0,1.2,0,0,9,6,1,0,0,0,3,0,0,3,45,1.06,0.147,0.44,0.61,1.74,1.04,0.54,-0.013,-,-,3
002307,67762,2018,08-10,L 4:9,0,0.1,0,0,3,3,1,0,0,0,0,0,0,2,15,1.13,0.162,0.33,0.67,1.69,0.25,-0.94,-0.037,-,-,3
002308,67762,2018,09-08,L 1:5,1,4.1,3,3,19,18,6,2,0,0,1,0,0,4,85,1.27,0.218,0.37,0.81,3.0,0.61,-0.95,-0.168,42,L,7+
002309,67762,2018,09-14,L 5:7,1,3.0,3,3,17,14,4,3,0,0,3,0,0,2,70,1.44,0.232,0.41,0.91,4.0,1.24,-1.68,-0.205,38,L,6
002310,67762,2018,09-21,L 4:5,1,6.0,3,3,26,22,6,0,0,1,1,0,2,5,89,1.38,0.242,0.36,0.77,4.13,1.08,0.33,-0.089,52,-,7
002311,67762,2018,09-30,L 4:6,1,2.0,1,0,9,7,3,0,0,0,0,0,1,0,36,1.38,0.255,0.44,0.87,3.81,1.21,0.11,-0.012,48,-,7+
002312,67762,2018,10-04,L 2:7,0,0.2,0,0,1,1,0,0,0,0,0,0,0,0,1,1.35,0.253,0.0,0.0,3.71,0.06,1.24,0.004,-,-,4
002313,67762,2018,10-10,L 1:6,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,13,1.3,0.245,0.0,0.0,3.58,0.01,0.56,0.0,-,-,6
002314,67762,2018,10-20,L 5:7,0,1.0,0,0,4,3,0,0,0,0,0,0,1,1,9,0.0,0.0,0.25,0.25,0.0,0.23,0.56,0.017,-,-,7+
002315,67762,2018,10-22,W 4:3,0,1.0,0,0,5,3,0,0,0,0,2,0,0,1,24,1.0,0.0,0.4,0.4,0.0,1.8,-0.12,-0.014,-,-,2
002316,68794,2018,07-24,W 5:0,1,6.0,0,0,19,19,2,0,0,0,0,0,0,1,65,0.33,0.105,0.1,0.21,0.0,0.6,3.33,0.232,69,W,7+
002317,68794,2018,08-02,W 5:3,1,6.0,3,3,24,24,6,1,0,2,0,0,0,7,90,0.67,0.186,0.25,0.79,2.25,1.03,0.33,-0.09,55,-,7+
002318,68794,2018,08-08,W 8:2,1,2.0,1,1,7,7,1,0,0,1,0,0,0,1,31,0.64,0.18,0.14,0.71,2.57,0.63,0.11,-0.003,51,-,6
002319,68794,2018,08-11,W 5:3,1,6.0,3,3,24,21,7,2,0,1,1,0,0,6,102,0.85,0.225,0.35,0.92,3.15,1.07,0.33,-0.013,51,-,3
002320,68794,2018,08-16,L 2:5,1,6.0,3,2,23,20,4,1,0,0,2,0,0,6,100,0.88,0.22,0.27,0.52,3.12,0.77,0.33,-0.036,58,L,5
002321,68794,2018,09-06,W 9:2,1,7.0,0,0,25,23,2,0,0,0,2,0,0,4,104,0.82,0.193,0.16,0.25,2.45,0.55,3.89,0.207,75,W,7+
002322,68794,2018,09-11,W 8:7,1,5.1,7,7,26,25,9,1,0,1,1,0,0,3,105,0.97,0.223,0.38,0.9,3.76,0.85,-3.97,-0.387,24,-,5
002323,68794,2018,09-16,W 5:1,1,6.2,1,1,26,23,5,1,0,0,2,0,1,7,110,0.98,0.222,0.31,0.57,3.4,0.74,3.42,0.276,65,W,5
002324,68794,2018,09-22,L 5:11,1,5.0,6,6,27,23,11,1,0,0,3,0,1,4,100,1.16,0.254,0.56,1.08,4.14,0.66,-3.23,-0.34,22,L,6
002325,68794,2018,09-28,W 5:4,1,6.0,4,4,27,25,8,2,0,1,2,0,0,3,112,1.21,0.262,0.37,0.89,4.34,1.1,-0.67,-0.171,41,-,6
002326,68794,2018,10-04,L 2:7,1,5.0,4,2,26,23,7,0,0,2,1,0,2,8,109,1.25,0.266,0.38,0.95,4.28,0.81,-1.23,-0.166,48,L,6
002327,68794,2018,10-10,L 1:6,1,5.1,3,3,23,20,6,1,0,0,3,0,0,5,97,1.28,0.269,0.39,0.74,4.34,1.01,-0.64,-0.066,46,L,6
002328,68794,2018,10-19,L 2:3,1,6.0,2,2,23,22,6,1,0,1,1,0,0,7,102,1.17,0.273,0.3,0.76,3.0,0.73,1.33,0.036,58,L,7+
002329,68043,2018,07-27,W 9:7,1,5.0,1,1,19,16,2,1,0,0,3,0,0,3,66,1.0,0.125,0.26,0.45,1.8,0.66,1.78,0.135,59,W,7+
002330,68043,2018,08-02,L 3:5,1,4.0,2,2,18,14,5,0,0,1,2,0,2,2,61,1.33,0.233,0.5,1.07,3.0,1.1,0.22,-0.03,44,-,6
002331,68043,2018,08-11,L 3:5,1,3.1,3,3,17,14,4,3,0,0,2,0,1,2,63,1.46,0.25,0.41,0.91,4.38,1.37,-1.51,-0.22,40,-,7+
002332,68043,2018,09-07,W 12:4,1,5.0,1,1,23,21,5,2,0,1,2,0,0,5,92,1.44,0.246,0.3,0.78,3.63,0.89,1.78,0.139,56,W,7+
002333,68043,2018,09-13,L 3:10,1,4.0,5,2,23,16,5,1,0,0,5,0,1,1,96,1.64,0.259,0.48,0.85,3.8,1.42,-1.8,-0.244,34,L,6
002334,68043,2018,09-19,L 8:18,1,1.1,8,8,14,11,7,1,0,2,3,0,0,1,50,1.99,0.304,0.71,1.99,6.75,0.87,-5.54,-0.454,6,L,6
002335,68043,2018,09-26,W 9:2,1,5.0,1,1,22,18,5,1,0,0,4,0,0,2,84,1.95,0.3,0.41,0.74,5.86,0.7,1.78,0.102,51,W,7
002336,68043,2018,10-02,L 6:10,1,2.2,5,3,18,12,3,1,0,0,4,0,2,2,81,2.01,0.295,0.5,0.83,6.23,1.46,-3.8,-0.321,34,-,6
002337,68043,2018,10-10,W 7:0,1,7.0,0,0,24,24,4,0,0,0,0,0,0,7,74,1.74,0.274,0.17,0.33,5.06,0.65,3.89,0.26,76,W,7+
002338,65769,2018,03-24,L 3:6,0,0.2,0,0,3,3,1,0,0,0,0,0,0,1,13,1.5,0.333,0.33,0.67,0.0,0.42,-0.06,-0.014,-,-,7+
002339,65769,2018,03-27,L 6:9,0,0.2,0,0,2,1,0,0,0,0,1,0,0,0,12,1.5,0.25,0.5,0.5,0.0,0.08,0.3,0.004,-,-,3
002340,65769,2018,03-29,L 1:4,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,6,1.0,0.167,0.0,0.0,0.0,3.9,0.97,0.188,HLD,-,2
002341,65769,2018,04-01,L 1:13,0,0.2,2,2,5,4,2,0,0,1,1,0,0,0,28,1.88,0.3,0.6,1.85,6.75,0.46,-2.43,-0.116,-,-,3
002342,65769,2018,04-04,W 7:6,0,0.1,0,0,2,2,1,0,0,0,0,0,0,0,8,2.0,0.333,0.5,1.0,6.0,1.33,-0.15,-0.044,-,W,3
002343,65769,2018,04-12,W 15:4,0,1.0,2,2,6,5,2,0,0,1,1,0,0,1,23,2.25,0.353,0.5,1.5,9.0,0.0,-1.45,0.0,-,-,7+
002344,65769,2018,05-23,W 5:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,2,16,1.8,0.3,0.0,0.0,7.2,0.98,0.56,0.074,HLD,-,7+
002345,65769,2018,05-25,L 1:5,0,0.2,0,0,3,2,1,0,0,0,0,0,0,0,12,1.76,0.318,0.33,0.83,6.35,0.32,-0.35,-0.022,-,-,2
002346,65769,2018,05-27,W 7:5,0,0.2,0,0,3,3,1,0,0,0,0,0,0,1,10,1.74,0.32,0.33,0.67,5.68,0.97,0.3,0.026,-,-,2
002347,65769,2018,05-29,W 7:2,0,0.2,1,1,4,3,1,1,0,0,1,0,0,1,17,1.86,0.321,0.5,1.17,6.43,0.08,0.09,0.001,-,-,2
002348,65769,2018,05-31,L 4:5,0,1.0,0,0,4,3,1,0,0,0,1,0,0,1,15,1.88,0.323,0.5,0.83,5.63,1.34,0.56,0.052,-,-,2
002349,65769,2018,06-03,L 0:6,0,0.2,2,2,4,3,1,0,0,1,1,0,0,1,20,1.96,0.324,0.5,1.83,7.27,0.23,-2.43,-0.049,-,-,3
002350,65769,2018,06-05,L 3:7,0,0.2,0,0,4,4,2,0,0,0,0,0,0,0,21,2.04,0.342,0.5,1.0,6.75,0.06,0.09,0.0,-,-,2
002351,65769,2018,06-09,L 2:4,0,0.1,0,0,1,1,0,0,0,0,0,0,0,1,4,1.97,0.333,0.0,0.0,6.52,1.39,0.18,0.035,-,-,4
002352,65769,2018,06-12,W 6:2,0,1.0,0,0,4,3,0,0,0,0,1,0,0,2,27,1.88,0.31,0.25,0.25,5.91,1.24,0.56,0.088,-,W,3
002353,65769,2018,06-14,W 9:8,0,1.1,0,0,5,5,1,0,0,0,0,0,0,3,21,1.75,0.298,0.2,0.4,5.25,0.47,0.6,0.033,-,-,2
002354,65769,2018,06-16,L 3:8,0,0.2,2,2,5,5,4,2,0,0,0,0,0,0,19,1.97,0.346,0.8,2.0,6.39,1.02,-1.79,-0.197,-,-,2
002355,65769,2018,06-19,L 0:4,0,0.1,0,0,3,1,0,0,0,0,2,0,0,1,15,2.08,0.34,0.67,0.67,6.23,0.2,-0.42,-0.008,-,-,3
002356,65769,2018,06-21,W 9:6,0,1.1,0,0,4,4,1,0,0,0,0,0,0,0,16,1.95,0.333,0.25,0.5,5.65,0.98,1.37,0.086,-,-,2
002357,65769,2018,06-23,W 8:1,0,0.2,0,0,2,2,0,0,0,0,0,0,0,2,11,1.87,0.322,0.0,0.0,5.4,0.06,0.57,0.004,-,-,2
002358,65769,2018,06-24,W 5:3,0,1.0,0,0,3,3,0,0,0,0,0,0,0,1,10,1.75,0.306,0.0,0.0,5.06,0.57,0.56,0.043,-,W,1
002359,65769,2018,06-27,W 4:0,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,7,1.81,0.306,1.0,0.0,5.06,0.34,-0.4,-0.018,-,-,3
002360,65769,2018,06-28,W 8:3,0,0.2,2,2,4,4,2,0,0,1,0,0,0,1,21,1.86,0.318,0.5,1.75,5.94,0.02,-1.56,0.001,-,-,1
002361,65769,2018,06-30,W 6:5,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,7,1.79,0.309,0.0,0.0,5.71,1.29,0.7,0.061,-,-,2
002362,65769,2018,07-04,L 4:6,0,1.0,1,1,5,4,1,0,0,0,1,0,0,3,20,1.8,0.306,0.4,0.65,5.89,2.02,1.08,0.166,-,L,4
002363,65769,2018,07-07,L 4:5,0,0.0,2,2,2,2,2,1,0,0,0,0,0,0,7,1.91,0.324,1.0,2.5,6.87,0.61,-0.52,-0.06,-,-,3
002364,65769,2018,07-10,W 4:1,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,11,1.84,0.316,0.0,0.0,6.63,1.62,0.44,0.082,-,-,3
002365,65769,2018,07-12,W 4:1,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.81,0.312,0.0,0.0,6.52,1.8,0.32,0.043,HLD,-,2
002366,65769,2018,07-17,W 8:1,0,0.2,0,0,2,2,0,0,0,0,0,0,0,1,9,1.75,0.304,0.0,0.0,6.3,0.33,0.44,0.017,-,-,5
002367,65769,2018,07-18,L 2:4,0,1.1,0,0,3,3,0,0,0,0,0,0,0,1,12,1.64,0.293,0.0,0.0,5.91,2.32,1.01,0.237,-,-,1
002368,65769,2018,07-20,W 1:0,0,0.1,0,0,1,1,0,0,0,0,0,0,0,0,1,1.62,0.289,0.0,0.0,5.82,6.14,0.82,0.155,HLD,-,2
002369,65769,2018,07-21,L 3:4,0,0.0,0,0,1,1,1,0,0,0,0,0,0,0,4,1.66,0.298,1.0,2.0,5.82,6.39,-1.0,-0.342,-,-,1
002370,65769,2018,07-24,W 5:0,0,1.0,0,0,4,4,1,1,0,0,0,0,0,0,10,1.63,0.295,0.25,0.75,5.56,0.16,0.56,0.012,-,-,3
002371,65769,2018,07-27,W 16:7,0,0.2,2,2,5,4,2,1,0,0,1,0,0,1,19,1.71,0.304,0.6,1.35,6.17,1.82,-1.79,-0.206,-,-,3
002372,65769,2018,07-29,L 1:3,1,6.0,3,3,25,20,4,1,0,1,2,0,1,6,100,1.57,0.286,0.29,0.69,5.83,1.31,0.33,-0.1,56,L,2
002373,65769,2018,08-04,L 5:7,0,1.1,0,0,5,4,0,0,0,0,1,0,0,1,22,1.53,0.276,0.2,0.2,5.58,0.15,0.51,0.009,-,-,6
002374,65769,2018,08-09,L 5:16,1,4.0,3,3,20,19,7,1,0,1,1,0,0,4,76,1.59,0.289,0.4,0.98,5.71,0.7,-1.8,-0.195,39,L,5
